area	district	address	floors	bedrooms	toilets	front	entrance	houseAspect	balconyAspect	price
68.0	Tân Bình	Đường Phan Sào Nam, Đường Năm Châu, Đường Nguyễn Hồng Đào, Đường Ba Vân, Đường Trương Công Định, Đường Đồng Đen, Đường Trường Chinh, Đường Bàu Cát, Phường 11	2	3	3	4.4	8.0			8150.0
72.0	Quận 1	Đường Điện Biên Phủ, Phường Đa Kao	4	6	7	4.0	6.0			13500.0
	Tân Bình	Đường Nguyễn Minh Hoàng, Phường 12	6	6	5	38.0	8.0			6500.0
107.0	Tân Bình	Đường K300, Phường 12								6500.0
75.0	Tân Bình	Đường Ba Vân, Phường 14	3	4	3	5.0	6.0			7700.0
48.0	Tân Bình	Đường Hoàng Hoa Thám, Phường 12	3	3	3	4.0	6.0			6800.0
60.0	Tân Bình	Đường Phổ Quang, Phường 2	3	4	4	4.0	10.0			9200.0
52.0	Quận 3	Phố Kỳ Đồng, Phường 9	5			4.0				7900.0
100.0	Quận 3	Đường Lê Văn Sỹ, Phường 12	3							13500.0
60.0	Quận 1	Đường Điện Biên Phủ, Phường Đa Kao	5							8000.0
51.0	Tân Bình	Đường Ba Vân, Phường 14	2	2	2	4.0	6.0			9000.0
48.0	Tân Bình	Đường Hoàng Văn Thụ, Phường 4	5			4.8	6.0			6500.0
98.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8	5				10.0			15000.0
72.0	Quận 1	Hẻm Thuyền Buồm, Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao	4				8.0			18500.0
60.0	Quận 1	Đường Mai Thị Lựu, Phường Đa Kao								8700.0
76.0	Tân Bình	Đường Bàu Cát 4, Phường 14				4.0	8.0			7500.0
44.0	Tân Bình	Đường Phạm Văn Hai, Phường 5								6200.0
74.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14	1	3	3	4.0	8.0			7400.0
165.0	Tân Bình	Đường Trương Công Định, Phường 14	4	4	4	4.0	6.0			8800.0
80.0	Quận 3	Đường Võ Thị Sáu, Phường 8	5							9500.0
74.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14	1	3	3	4.0	6.0			7400.0
90.0	Quận 1	Phố Đặng Dung, Phường Tân Định				9.0				11200.0
90.0	Quận 1	Phố Đặng Dung, Phường Tân Định	4							11200.0
60.0	Tân Bình	Đường Nguyễn Bặc, Phường 3								8200.0
80.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định	2	4	3	4.0	3.0			8000.0
62.0	Thủ Đức	Dự án KDC Hưng Phú, Đường Số 10, Phường Hiệp Bình Chánh	4	4	5	4.5	8.0			7500.0
204.0	Phú Nhuận	Đường Nguyễn Trọng Tuyển, Phường 10	3			12.0	6.0			34000.0
128.0	Tân Phú	Đường Phan Đình Phùng, Phường Tân Thành					12.0			12600.0
75.0	Bình Tân	381/, Đường Lê Văn Quới, Phường Bình Trị Đông	2	4	3	5.0	7.0	Tây-Bắc		6100.0
58.0	Gò Vấp	Đường Phạm Văn Chiêu, Phường 14	4	4	5	4.5	6.0	Đông	Đông-Nam	5500.0
60.0	Tân Phú	Đường Nguyễn Cửu Đàm								6200.0
51.6	Tân Phú	Đường Gò Dầu, Phường Tân Quý	4	4	3	4.3	5.0			5300.0
54.4	Quận 10	43/6, Đường Thành Thái, Phường 14	5	4	5	4.15	6.0			13400.0
40.0	Thủ Đức	Đường Số 8, Phường Linh Xuân	2	2	2	5.0	5.0			2320.0
32.5	Bình Thạnh	Đường Bùi Đình Túy								3480.0
42.0	Quận 3	Phố Nguyễn Thiện Thuật, Phường 4								9200.0
100.0	Phú Nhuận	Đường Đoàn Thị Điểm, Phường 1				4.2				10500.0
63.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 11								8600.0
90.0	Phú Nhuận	Đường Trần Kế Xương								9000.0
99.0	Quận 3	Đường Nguyễn Đình Chiểu, Phường 2	4				8.0			18500.0
185.0	Bình Thạnh	118/, Đường Bạch Đằng, Phường 24								22000.0
262.0	Bình Thạnh	Đường Ung Văn Khiêm, Phường 25								38000.0
144.0	Bình Thạnh	Hẻm xe hơi 236, Đường Điện Biên Phủ, Phường 17	6							34500.0
79.2	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 14	6				6.0			14500.0
90.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 8								17000.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								17000.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								17000.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								17000.0
110.0	Quận 2	Đường Thảo Điền, Phường Thảo Điền	5			10.0				25000.0
160.0	Tân Phú	Đường Thoại Ngọc Hầu, Phường Hòa Thạnh	4	30	30	7.85	5.0			16500.0
255.7	Bình Thạnh		6							38500.0
69.7	Gò Vấp	Đường Dương Quảng Hàm, Phường 5	3			4.1	10.0			9000.0
	Phú Nhuận	Đường Phan Xích Long, Phường 2								6500.0
75.0	Phú Nhuận	Đường Phan Xích Long, Phường 2								6500.0
144.0	Quận 1	Đường Nguyễn Đình Chiểu, Phường Đa Kao	4							7500.0
112.0	Quận 1	Đường Võ Thị Sáu, Phường Tân Định	3							20000.0
58.0	Tân Bình	Đường Cộng Hòa, Phường 13	5	8	8	4.0	10.0			8500.0
56.0	Tân Bình	Chợ Phạm Văn Hai, Đường Nguyễn Bặc, Đường Lê Văn Sỹ, Đường Phạm Văn Hai, Phường 3	4	4	4	4.0	10.0			9800.0
80.0	Bình Chánh	Đường Quốc Lộ 50, Xã Đa Phước	2	2	2	4.0	3.0	Đông-Bắc		599.0
24.0	Quận 8	Đường An Dương Vương, Phường 16	3	2	3	4.0				2650.0
48.0	Bình Chánh	Đường Quốc Lộ 50, Xã Phong Phú	1	2	2		5.0			1300.0
81.75	Quận 9	Đường Số 1, Phường Long Trường				5.0				3400.0
89.0	Quận 6	Đường Chợ Lớn, Phường 10								1459.0
89.0	Quận 6	Đường Chợ Lớn, Phường 10								1459.0
100.0	Nhà Bè	Đường Lê Văn Lương, Phường Hiệp Phước	1	1	1		5.0	Đông		3500.0
67.6	Quận 3	Đường Trần Quang Diệu, Phường 12								13000.0
80.6	Thủ Đức	Đường Số 8, Phường Hiệp Bình Phước	4	4	4					6550.0
49.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định								8000.0
65.0	Phú Nhuận	Phố Phan Đăng Lưu, Phường 12	3	5		5.0				9200.0
36.0	Tân Bình	Hẻm 373, Phố Lý Thường Kiệt, Phường 8								5800.0
72.0	Thủ Đức	Đường Kha Vạn Cân, Phường Linh Chiểu	3			4.5				5700.0
58.0	Tân Phú	Hẻm 57, Đường Tô Hiệu, Phường Hiệp Tân	3				7.0			6550.0
98.0	Quận 12	Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành	3	3	3					1600.0
79.0	Bình Chánh	Đường Quốc Lộ 50, Xã Phong Phú								1050.0
100.0	Quận 10	Đường Tân Phước, Phường 7								2650.0
213.0	Gò Vấp	Đường Lê Đức Thọ	4							14500.0
45.0	Bình Thạnh	Đường Nơ Trang Long, Phường 13								1800.0
50.0	Bình Thạnh	Đường Xô Viết Nghệ Tĩnh, Phường 21	1	3	2					1800.0
200.0	Quận 9	165 - 167, Đường 14, Phường Phước Bình				8.0				9000.0
51.0	Bình Thạnh	Số 5, Đường Nơ Trang Long, Phường 7								7200.0
90.0	Phú Nhuận	Đường Huỳnh Văn Bánh				4.0	5.0			7000.0
45.0	Thủ Đức	Đường Số 47, Phường Hiệp Bình Chánh	1	3	2	8.0	8.0			2100.0
144.0	Quận 12	Đường Dương Thị Mười, Phường Tân Thới Hiệp				6.0	5.0			1550.0
315.0	Bình Chánh	Đường Tỉnh Lộ 10, Xã Phạm Văn Hai				10.0	16.0			1500.0
40.0	Bình Tân	Đường Trần Văn Giàu, Phường Tân Tạo A				20.0	20.0			1200.0
68.68	Gò Vấp	Đường Nguyễn Tư Giản, Phường 12		2	1	4.0	5.0	Đông-Nam	Đông-Nam	4670.240000000001
42.0	Bình Chánh	Đường Quốc Lộ 50, Xã Đa Phước	1	2	2		5.0			1200.0
45.0	Bình Tân	Đường Quốc lộ 1A, Phường Bình Trị Đông	1	2	2		5.0			1600.0
45.0	Bình Chánh	Đường Phong Phú, Thị trấn Tân Túc	1	2	2		5.0			1550.0
48.0	Bình Chánh	Đường Bùi Thanh Khiết, Thị trấn Tân Túc	1	2	2		6.0			1650.0
80.0	Bình Tân	Đường Số 4, Phường Bình Hưng Hòa	3	4	5			Bắc		9600.0
123.6	Quận 12	Đường Quốc lộ 1A, Phường Tân Thới Hiệp	2	7	7		4.0			4449.599999999999
80.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định								13000.0
80.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định	4	4	5	4.0	6.0			13200.0
56.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8	4			4.0	10.0			10700.0
108.0	Quận 1	Đường Võ Thị Sáu, Phường Tân Định	4							20000.0
105.0	Quận 6	Đường Hậu Giang, Phường 12								7300.0
90.0	Thủ Đức	Đường Số 10, Phường Linh Xuân								2100.0
170.0	Quận 12	Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận								12750.0
312.0	Phú Nhuận	Đường Nguyễn Đình Chính, Phường 11	2							65000.0
18.0	Bình Thạnh	Đường Xô Viết Nghệ Tĩnh, Phường 21		2	2					1930.0
34.0	Nhà Bè	Thị trấn Nhà Bè, Đường Huỳnh Tấn Phát	3	4	4	5.0	6.0			1750.0
46.4	Gò Vấp	Đường Phan Huy Ích, Phường 12					5.0			3950.0
14.0	Củ Chi	Xã Tân An Hội								245.0
135.0	Bình Thạnh	Đường D2, Phường 25								18600.0
256.0	Cần Giờ		3							7000.0
38.5	Quận 10	Đường Bà Hạt, Phường 9	2							4200.0
95.9	Gò Vấp	Đường Nguyễn Văn Khối		6	6		7.0			9000.0
60.0	Hóc Môn	Phố Lý Thường Kiệt, Thị trấn Hóc Môn	1	3	3	5.0	7.0			1500.0
60.0	Hóc Môn	Phố Lý Thường Kiệt, Xã Thới Tam Thôn	2	3		4.0	5.0			1700.0
39.95	Hóc Môn	69/4E, Phố Bà Triệu, Thị trấn Hóc Môn	1	2	2	4.7	5.0	Đông		1500.0
50.0	Thủ Đức	Đường 38, Phường Hiệp Bình Chánh	2	3	2	4.0	2.0	Tây	Tây	1450.0
80.0	Quận 1	Đường Trần Nhật Duật, Phường Tân Định								19000.0
55.0	Quận 1	Đường Mai Thị Lựu, Phường Đa Kao	4							12300.0
50.0	Hóc Môn	Đường Trần Thị Bốc, Xã Thới Tam Thôn				5.0	5.0			990.0
216.0	Thủ Đức	47, Đường Số 28, Phường Hiệp Bình Chánh								8600.0
64.2	Bình Thạnh	Đường Nơ Trang Long								5700.0
64.2	Bình Thạnh	Đường Nơ Trang Long, Phường 13	2	2	2					5700.0
75.0	Gò Vấp	Đường Thống Nhất, Phường 10					7.0			7200.0
144.0	Bình Tân	Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B	3	4	4		6.0			2150.0
144.0	Bình Tân	Đường Hồ Văn Long, Phường Bình Hưng Hòa B	3	4	4		6.0			2150.0
144.0	Bình Tân	Đường Lê Tấn Bê, Phường Bình Hưng Hòa B	3	4	4		6.0			2150.0
144.0	Bình Tân	Đường M1, Phường Bình Hưng Hòa B	3	4	4		6.0			2150.0
144.0	Bình Tân	Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa B	3	4	4		6.0			2150.0
34.0	Phú Nhuận	Đường Phan Đình Phùng, Phường 1								4230.0
60.0	Bình Thạnh	Đường Đinh Bộ Lĩnh, Phường 25	2							6700.0
	Thủ Đức	Đường Lê Thị Hoa, Phường Bình Chiểu		3	2	4.5	3.0			1800.0
64.0	Tân Phú	Phố Thạch Lam, Phường Phú Thạnh								6600.0
50.0	Quận 9	Đường Đình Phong Phú, Phường Tăng Nhơn Phú B	2			5.0	5.0			2850.0
73.0	Quận 2	Dự án Diamond Island, Phường Bình Trưng Tây				6.0	12.0			8500.0
180.0	Quận 1	345/, Đường Trần Đình Xu, Phường Cầu Kho	5							24000.0
100.0	Hóc Môn	Đường Dương Công Khi, Xã Tân Hiệp				5.0	5.0			1600.0
100.0	Hóc Môn	Đường Dương Công Khi, Xã Xuân Thới Thượng				5.0	5.0			1600.0
300.0	Bình Chánh	Đường Tỉnh Lộ 10, Xã Phạm Văn Hai					12.0			1600.0
78.0	Tân Bình	Hẻm 1025/, Đường Cách Mạng Tháng Tám, Phường 11	3	5	4	5.2	6.0			7600.0
90.0	Quận 3	Đường Lê Văn Sỹ, Phường 14								9500.0
68.0	Quận 5	Đường Trần Hưng Đạo, Phường 2	3							11500.0
108.0	Tân Bình	Đường Nguyễn Quang Bích, Phường 13	3			12.0	12.0			15300.0
56.0	Bình Tân	Hẻm 122, Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A	1				7.0	Đông	Đông	4000.0
89.5	Bình Chánh	Đường Quách Điêu, Xã Vĩnh Lộc A	2	2	2	4.0	4.0	Tây-Bắc	Tây-Bắc	2650.0
26.3	Gò Vấp	Đường Số 4, Phường 16	2	2	2					2850.0
50.6	Tân Bình	Đường Lưu Nhân Chú, Phường 5	2	3	2					7100.0
	Quận 8	Đường Võ Văn Kiệt, Phường 16	4	4	5					4990.0
41.0	Bình Thạnh	Phố Vạn Kiếp, Phường 3	4	6	5		10.0	Đông-Nam	Đông-Nam	4900.0
56.0	Tân Phú	23/, Đường Nguyễn Hữu Tiến, Phường Tây Thạnh	3	3	3	4.0	12.0	Tây		4980.0
80.0	Bình Tân	243/33, Đường Mã Lò, Phường Bình Trị Đông A	2	3	2	8.0	8.0			4300.0
108.0	Gò Vấp	Đường Nguyễn Văn Lượng, Phường 17	3				8.0			6300.0
40.0	Quận 10	Đường 3/2, Phường 11	3	4			5.0			7900.0
56.0	Bình Tân	Hẻm 194 Đường Ấp Chiến Lược, Phường Bình Trị Đông	2	3	2	6.0	6.0			3600.0
40.0	Nhà Bè	387, Đường Phạm Hữu Lầu, Xã Phước Kiển	3	4	3	6.0	6.0	Tây-Nam	Tây-Bắc	2900.0
66.0	Tân Bình	Đường Lê Lai, Phường 12	3	6	7	4.4	4.0			7600.0
86.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 24								8900.0
88.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 24								8800.0
59.4	Bình Thạnh	53/4, Đường Điện Biên Phủ, Phường 15								3300.0
40.0	Bình Tân	Đường Hương lộ 2								2850.0
104.4	Bình Tân	Đường 12A, Phường Bình Hưng Hòa A	4	5	5	5.8	8.0	Nam	Nam	7500.0
68.0	Gò Vấp	Đường Bùi Quang Là, Phường 12	3	5	3					4600.0
143.0	Thủ Đức	Đường Linh Đông					7.0			6200.0
94.5	Quận 9	Phố Nam Hòa, Phường Phước Long A								3700.0
33.2	Thủ Đức	Đường 14, Phường Linh Chiểu	1	2	2	4.0	4.0	Tây-Nam		1850.0
55.0	Quận 1	Phường Đa Kao								12500.0
52.3	Thủ Đức	30/3 Đường 47, Phường Hiệp Bình Chánh	1	1	2	3.0	3.5	Đông	Tây	3650.0
435.0	Hóc Môn	Xã Tân Hiệp								31000.0
40.0	Bình Tân	Đường Liên khu 4-5, Phường Bình Hưng Hòa B	3	3	3	4.0	6.0			1830.0
56.0	Bình Tân	Đường Hương lộ 2, Phường Bình Trị Đông A	4	5	4		7.0			4500.0
160.0	Tân Phú	Phường Phú Thạnh				8.0		Tây		12000.0
116.0	Quận 7	1135 Đường Huỳnh Tấn Phát, Phường Phú Thuận				7.0	5.0	Tây-Nam	Tây-Nam	6400.0
110.0	Tân Bình	Đường Bàu Cát 1, Phường 14	4							15000.0
95.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13	9	13	13		10.0			16500.0
86.0	Quận 10	Đường Cách Mạng Tháng Tám	7	13	14					16500.0
90.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 8								16100.000000000002
60.0	Bình Thạnh	Đường Điện Biên Phủ	5							6500.0
36.0	Bình Thạnh	Đường Đinh Bộ Lĩnh	3							2900.0
23.0	Quận 11	Đường Đội Cung, Phường 11	2	1	2			Tây	Tây	2680.0
48.0	Quận 8	Đường Dương Bá Trạc, Phường 1	2	2	2	4.0	3.5	Đông-Bắc	Đông-Bắc	4150.0
24.0	Quận 8	Đường Dương Bá Trạc, Phường 2								3150.0
100.0	Gò Vấp	Đường Lê Đức Thọ								7700.0
100.0	Gò Vấp	Đường Lê Đức Thọ, Phường 15	2	3	2	5.0	20.0			7700.0
75.0	Tân Bình	Đường Lê Văn Sỹ, Phường 1	3	5	4	5.0	7.0			12000.0
31.0	Quận 1	Đường Nguyễn Văn Nguyễn, Phường Tân Định								4250.0
68.0	Tân Bình	Đường Phan Sào Nam, Phường 11	2	3	3	4.4	8.0			8200.0
114.6	Thủ Đức	Đường Số 22, Phường Linh Đông	3	4	5					6500.0
52.0	Tân Bình	Đường Trương Công Định, Phường 14								6100.0
160.0	Tân Bình	Đường Xuân Diệu, Phường 4								36000.0
124.1	Quận 8	Hẻm 1953, Đường Phạm Thế Hiển, Phường 6	1			5.0		Đông-Nam		6500.0
75.0	Quận 10	Đường Thành Thái, Phường 10								9000.0
50.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 12								6300.0
52.5	Gò Vấp	Đường Phạm Văn Chiêu	2	2	2	4.0	3.0			3350.0
60.0	Quận 1	Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình	3				4.0			12300.0
85.0	Bình Thạnh	69, Đường D2, Phường 25	4	4			10.0			12800.0
51.0	Quận 12	280/46 Đường Thạnh Xuân 25, Phường Thạnh Xuân					6.0			2900.0
51.0	Quận 12	Đường Thạnh Xuân 25, Phường Thạnh Xuân	2				6.0			2850.0
132.0	Quận 4	Hẻm 73/, Đường Khánh Hội								8100.0
132.0	Quận 4	Hẻm 73, Đường Khánh Hội, Phường 3	1	3	2		3.5			8100.0
80.0	Bình Thạnh	Đường Xô Viết Nghệ Tĩnh, Phường 25								9900.0
80.4	Quận 12	8/ Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp	2	3	2	495.0	3.0	Đông-Bắc	Đông-Bắc	4200.0
132.0	Quận 4	Số 73, Đường Khánh Hội, Phường 3	1	3	2		3.5			8100.0
48.0	Tân Phú	Đường Lý Thái Tông, Phường Hiệp Tân	2	3	2		2.0	Đông-Nam		3800.0
16.0	Quận 1	Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh	3	2	2					1990.0
68.0	Quận 1	Phố Phó Đức Chính, Phường Nguyễn Thái Bình	2				4.0			12200.0
56.0	Quận 1	Đường Bùi Viện	4							17000.0
107.0	Quận 12	Đường Đông Hưng Thuận 39, Phường Tân Hưng Thuận								6420.0
48.0	Quận 8	Đường Bùi Minh Trực, Phường 6	3	2	2	4.0	30.0	Đông	Đông	4350.0
110.0	Bình Thạnh	Đường Tầm Vu, Phường 26								8000.0
95.0	Tân Bình	Đường Hồng Hà, Phường 2	4			5.0	10.0			15800.0
68.0	Tân Bình	Đường Phan Thúc Duyện, Phường 4	5				12.0			14000.0
49.5	Tân Bình	Đường Nguyễn Thái Bình, Phường 12	3				8.0			7500.0
75.0	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11								8600.0
71.1	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11	2	2	3	3.9	6.0	Đông-Nam		8600.0
80.0	Nhà Bè	Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân	3	4	4	5.0	12.0	Tây-Nam		4850.0
42.0	Quận 10	Hẻm 352 Đường Lê Hồng Phong, Phường 1	3	4		8.0	6.0	Đông-Bắc		7000.0
108.0	Tân Bình	Đường Nguyễn Quang Bích, Phường 13				12.0	40.0			15300.0
73.5	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh	4							26500.0
60.0	Tân Bình	Phường 2								14000.0
	Bình Chánh	Đường Đinh Đức Thiện, Xã Hưng Long	2	2	2	3.5	3.0			549.0
60.0	Quận 11	Đường 2, Phường 8								11500.0
105.0	Quận 12	Đường Bùi Văn Ngữ, Phường Hiệp Thành	4				12.0			7600.0
174.0	Gò Vấp	Đường Lê Đức Thọ, Phường 16								7650.0
100.0	Quận 8	Dự án Khu dân cư Phú Lợi	3	3	4	10.0	20.0	Tây-Nam		6300.0
84.0	Bình Chánh	Đường Đinh Đức Thiện, Xã Bình Chánh	2	3	2	5.0	5.0			1300.0
95.0	Quận 1	Đường Trần Đình Xu, Phường Nguyễn Cư Trinh	3				5.0			6500.0
45.0	Quận 4	670/87/47, Đường Đoàn Văn Bơ, Phường 16	2	2	2		3.0	Tây-Nam		3200.0
52.5	Bình Tân	Đường Phan Anh, Phường Bình Trị Đông	1	2	1	14.0	6.0			2300.0
	Quận 12	Đường Tô Ký, Phường Tân Hưng Thuận	3	4	4					2950.0
	Quận 12	Đường Dương Thị Mười, Phường Tân Thới Hiệp	3	4	4		6.0			3100.0
88.0	Hóc Môn	Đường Tân Xuân 6, Xã Tân Xuân	1	2	1	4.5	3.0	Tây-Bắc		1980.0
65.0	Quận 12	Đường Tân Thới Nhất 1, Phường Tân Thới Nhất				8.0	8.0			4750.0
230.0	Quận 5	Đường Trần Bình Trọng, Phường 6	6	27	27	88.0	20.0			36500.0
	Quận 3									17000.0
44.2	Bình Thạnh	Đường Hoàng Hoa Thám, Phường 5								6700.0
30.0	Bình Tân	Đường Bình Thành, Phường Bình Hưng Hòa B	1				5.0			1880.0
85.0	Quận 1	Hẻm 212B, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh								17200.0
55.0	Quận 12	Đường Lâm Thị Hố, Phường Hiệp Thành	3	4	4	5.0	7.0			3050.0
68.0	Nhà Bè	Đường Đào Tông Nguyên, Thị trấn Nhà Bè	2	3	3	4.0	8.0			2690.0
32.2	Gò Vấp	Đường Số 59, Phường 14	2	2	2	3.5	6.0			3700.0
54.2	Quận 9	Đường 61, Phường Phước Long B	2	3	2	4.0	6.0	Tây-Bắc		3200.0
85.0	Hóc Môn	Đường Lê Thị Hà, Xã Tân Xuân	3	2	2	5.0				1200.0
	Tân Bình	Đường Nguyễn Đình Khơi, Phường 4	2	4	5	4.5	9.0			13450.0
61.5	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 14	4	4	5	4.1	6.0	Đông-Nam	Đông-Nam	12000.0
70.0	Bình Thạnh	Đường Lê Quang Định, Phường 5	4	5			5.0			10800.0
	Tân Bình	Đường Cửu Long, Phường 2	4	9		5.0	9.0			14300.0
90.0	Quận 7	Dự án Him Lam Kênh Tẻ, Đường D1, Phường Tân Hưng				5.0				16300.0
65.0	Gò Vấp	Đường Lê Đức Thọ, Phường 15								7200.0
	Gò Vấp	Phường 15								7200.0
60.0	Bình Tân	Hẻm 375, Đường Bình Thành, Phường Bình Hưng Hòa B	3			6.0	12.0	Đông-Bắc		4200.0
70.0	Thủ Đức	Đường Số 6, Phường Linh Tây	3	4	3	4.5	5.0			2700.0
36.72	Quận 10	Đường Hòa Hưng, Phường 13	3				8.0			7100.0
63.1	Quận 9	Đường Nguyễn Duy Trinh, Phường Long Trường				5.0	6.0			2400.0
37.6	Quận 9	Đường 26, Phường Phước Long A	2				20.0			1750.0
64.0	Quận 5	Đường Phan Văn Trị, Phường 2	5				6.0			10300.0
48.0	Bình Thạnh	Đường Phan Văn Trị, Phường 11								7800.0
78.0	Tân Bình	Hẻm 1025/, Đường Cách Mạng Tháng Tám, Phường 7	3	4	3	5.2	6.0			7600.0
64.0	Quận 10	Đường 3/2, Phường 12								11000.0
72.0	Quận 11	Đường Lê Đại Hành, Phường 11								7500.0
64.0	Gò Vấp	Đường Số 3, Phường 9		2	2					3500.0
72.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8	4							17200.0
53.0	Quận 8	Đường Âu Dương Lân, Phường 2								899.0
45.0	Quận 2	Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi								3800.0
	Tân Bình	Đường Hoàng Việt, Phường 4	2			4.5	8.0			13500.0
60.0	Quận 12	Đường Thạnh Lộc 31, Phường Thạnh Lộc		1	1	4.0	4.0			2300.0
