address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_est_value	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures
6987 Calistoga Ln	Dublin	CA	94568	09/16/2019	4111.0	Residential - Vacant Land							905000.0	1100633755	Alameda County, CA	986 005327100					0	33	18	70	0
15 Sandpiper Pl	Alameda	CA	94502	09/16/2019	6132.0	Single Family Residence	4.0	2.5	2488.0	4470.0	1985		1350000.0	1100627864	Alameda County, CA	074 133101700	280770.0	655131.0	935901.0	12281 (1.31 %)	3	66	37	135	4
746 Dolores Ave	San Leandro	CA	94577	04/28/2010	2212.0	Single Family Residence	3.0	1.5	1512.0	7150.0	1949		487000.0	1100566708	Alameda County, CA	077 051001201	162489.0	379142.0	541631.0	7142 (1.31 %)	3	123	79	226	4
737 Woodhaven Rd	Berkeley	CA	94708	09/16/2019	6813.0	Single Family Residence	3.0	2.5	2394.0	8050.0	1978		1500000.0	1100639030	Alameda County, CA	063 312002703	377419.0	880646.0	1258065.0	17737 (1.40 %)	3	125	94	197	4
36355 Indian Wells Dr	Newark	CA	94560	09/16/2019	4156.0	Single Family Residence	4.0	2.0	1258.0	9048.0	1965		915000.0	1100637641	Alameda County, CA	092A051006400	159995.0	373323.0	533318.0	6773 (1.27 %)	0	86	56	155	0
1327 93rd Ave	Oakland	CA	94603	09/13/2019	2998.0	Single Family Residence	3.0	1.5	1800.0	4176.0	1922		660000.0	1100563166	Alameda County, CA	044 496501200	14289.0	24024.0	38313.0	1546 (4.03 %)	3	308	307	310	4
4048 Patterson Ave	Oakland	CA	94619	09/16/2019	4043.0	Single Family Residence	3.0	2.0	1344.0	3344.0	1941		890000.0	1100638982	Alameda County, CA	030 192304600	172419.0	402311.0	574730.0	8875 (1.54 %)	3	308	307	310	4
1000 43rd St	Oakland	CA	94608	04/12/2005	8449.0	Multi-Family Dwellings	30.0	45.0	23610.0	0.51	1957		1860000.0	1100691389	Alameda County, CA	013 108201401	828676.0	2178476.0	3007152.0	49552 (1.64 %)	3	308	307	310	4
539 Coventry Rd	Kensington	CA	94707	09/13/2019	4997.0	Single Family Residence	3.0	2.0	1607.0	5700.0	1958		1100000.0	1100473814	Contra Costa County, CA	5711700160	622472.0	181079.0	803551.0	11620 (1.44 %)	3	25	16	47	4
663 61st St	Oakland	CA	94609	09/13/2019	5224.0	Single Family Residence	3.0	2.0	2119.0	4140.0	1912		1150000.0	1100588232	Alameda County, CA	015 136003300	29787.0	22393.0	52180.0	1742 (3.33 %)	3	308	307	310	4
635 Hayes Ave	Livermore	CA	94550	11/12/1968	3502.0	Residential - Vacant Land				6749.0		771000.0		1100567305	Alameda County, CA	099 108209000	17111.0	0.0	17111.0	380 (2.22 %)	3	51	33	92	4
20675 Maria Ct	Castro Valley	CA	94546	09/16/2019	836.0	Condominium	2.0	2.5	1266.0	1180.0	1992		184000.0	1100636102	Alameda County, CA	084C072414500	129827.0	302931.0	432758.0	5756 (1.33 %)	0	123	79	226	0
2907 76th Ave	Oakland	CA	94605	09/13/2019	1885.0	Single Family Residence	2.0	1.0	1084.0	3996.0	1929		415000.0	1100568212	Alameda County, CA	040A341201500	48327.0	112763.0	161090.0	3296 (2.04 %)	3	308	307	310	4
115 Monticello Ave	Piedmont	CA	94611	09/13/2019	10674.0	Single Family Residence	4.0	3.0	2623.0	5000.0	1925		2350000.0	1100592574	Alameda County, CA	050 452304800	749700.0	1749300.0	2499000.0	34973 (1.39 %)	3	57	48	77	4
38510 Avon St	Fremont	CA	94536	09/13/2019	5224.0	Single Family Residence	3.0	2.0	1594.0	7810.0	1961		1150000.0	1100564410	Alameda County, CA	531 000206500	186778.0	435815.0	622593.0	7840 (1.25 %)	0	59	40	103	0
18632 Laredo Rd	Castro Valley	CA	94546	RECENTLY SOLD	3370.0	Single Family Residence	4.0	2.0	1262.0	5580.0	1954	742000.0		1100575142	Alameda County, CA	084B036900300	32533.0	50701.0	83234.0	1582 (1.90 %)	0	123	79	226	0
729 Hayes Ct	Livermore	CA	94550	07/17/1969	3339.0	Single Family Residence	3.0	2.0	1296.0	8123.0	1968	735000.0		1100587299	Alameda County, CA	099 108208900	12464.0	45842.0	58306.0	1545 (2.65 %)	3	51	33	92	4
2237 62nd Ave Apt C	Oakland	CA	94605	09/13/2019	1181.0	Townhouse	2.0	1.0	500.0	1742.0	1925		260000.0	1100569928	Alameda County, CA	038 321004300	49800.0	116200.0	166000.0	3327 (2.00 %)	3	308	307	310	4
30263 Cedarbrook Rd	Hayward	CA	94544	09/13/2019	5769.0	Single Family Residence	5.0	3.0	3363.0	6000.0	1999		1270000.0	1100595969	Alameda County, CA	078G265400900	192417.0	448798.0	641215.0	8415 (1.31 %)	3	123	84	213	4
7854 Ney Ave	Oakland	CA	94605	09/13/2019	1840.0	Residential - Vacant Land				7667.0			405000.0	1100587283	Alameda County, CA	040A342004403	31158.0	0.0	31158.0	1274 (4.09 %)	3	308	307	310	4
46925 Aloe Ct	Fremont	CA	94539	09/13/2019	11469.0	Single Family Residence	5.0	3.5	4598.0	0.53	1983		2525000.0	1100590738	Alameda County, CA	519 166100300	187552.0	545536.0	733088.0	8978 (1.22 %)	0	59	40	103	0
7630 Ridgeline Dr	Dublin	CA	94568	09/16/2019	6423.0	Single Family Residence	4.0	4.5	3865.0	8473.0	2012		1414000.0	1100636161	Alameda County, CA	941 283305200	284377.0	663546.0	947923.0	14858 (1.56 %)	0	33	18	70	0
988 Franklin St Apt 305	Oakland	CA	94607	09/13/2019	3429.0	Condominium	3.0	2.0	1172.0		1993		755000.0	1100563233	Alameda County, CA	002 006001100	163099.0	380564.0	543663.0	8308 (1.52 %)	0	308	307	310	0
2329 Stuart St	Berkeley	CA	94705	09/13/2019	6745.0	Single Family Residence	2.0	1.0	1164.0	4725.0	1922		1485000.0	1100598636	Alameda County, CA	054 171601200	264375.0	616877.0	881252.0	13107 (1.48 %)	3	125	94	197	4
4409 Sacramento Ave	Fremont	CA	94538	09/16/2019	4497.0	Single Family Residence	4.0	3.0	1513.0	6000.0	1962		990000.0	1100638579	Alameda County, CA	501 095705200	207447.0	484045.0	691492.0	8561 (1.23 %)	3	59	40	103	4
5518 Alvelais Dr	Union City	CA	94587	09/16/2019	3316.0	Single Family Residence	5.0	4.5	3642.0	6500.0	2002		730000.0	1100772271	Alameda County, CA	543 036305500	329920.0	769813.0	1099733.0	14899 (1.35 %)	3	67	46	116	4
4030 School St	Pleasanton	CA	94566	09/13/2019	4997.0	Single Family Residence	5.0	3.0	2465.0	6996.0	1955		1100000.0	1100697296	Alameda County, CA	094 020202600	58503.0	279667.0	338170.0	3844 (1.13 %)	3	33	19	65	4
31729 Greenbrier Ln	Hayward	CA	94544	09/13/2019	2975.0	Single Family Residence	3.0	2.0	1273.0	5665.0	1956		655000.0	1100594871	Alameda County, CA	078G275002400	90707.0	148429.0	239136.0	5345 (2.23 %)	3	123	84	213	4
30550 Prestwick Ave	Hayward	CA	94544	09/13/2019	1022.0	Single Family Residence	3.0	2.0	1767.0	6600.0	1955		225000.0	1100577915	Alameda County, CA	078G269400400	124263.0	289949.0	414212.0	5131 (1.23 %)	3	123	84	213	4
697 60th St	Oakland	CA	94609	02/03/1966	4065.0	Single Family Residence	3.0	1.0	1166.0	4074.0	1908	895000.0		1100566710	Alameda County, CA	015 136800100	31899.0	14576.0	46475.0	1665 (3.58 %)	0	308	307	310	0
4308 Bora Bora Ave	Fremont	CA	94538	09/13/2019	5451.0	Single Family Residence	4.0	2.0	1532.0	7095.0	1962		1200000.0	1100596637	Alameda County, CA	525 128309300	82587.0	192595.0	275182.0	3802 (1.38 %)	0	59	40	103	0
1346 Culver Pl	San Lorenzo	CA	94580	07/11/2003	1272.0	Townhouse	2.0	2.0	988.0	1287.0	1972		280000.0	1100587934	Alameda County, CA	411 003316600	102901.0	240103.0	343004.0	4495 (1.31 %)	3	123	79	226	4
427 El Caminito	Livermore	CA	94550	04/15/1968	3893.0	Single Family Residence	3.0	2.0	1844.0	6000.0	1964	857000.0		1100573138	Alameda County, CA	099 031305100	8120.0	60305.0	68425.0	1443 (2.10 %)	3	51	33	92	4
20 Golf Rd	Pleasanton	CA	94566	09/13/2019	13400.0	Single Family Residence	3.0	4.5	4095.0	21360.0	2016		2950000.0	1100573118	Alameda County, CA	946 440104200	269341.0	1250000.0	1519341.0	21113 (1.38 %)	3	33	19	65	4
15431 Brunswick Cir	San Leandro	CA	94579	09/13/2019	3657.0	Single Family Residence	3.0	2.0	1644.0	6300.0	1969		805000.0	1100573651	Alameda County, CA	080G110306110	92196.0	215124.0	307320.0	3940 (1.28 %)	3	123	79	226	4
2900 Parker Ave	Oakland	CA	94605	09/13/2019	1840.0	Residential - Vacant Land	3.0	1.8	1360.0	5474.0	1982		405000.0	1100581781	Alameda County, CA	040A342004504	25965.0	0.0	25965.0	1204 (4.63 %)	3	308	307	310	4
27820 Lanai Ct	Hayward	CA	94544	09/13/2019	2930.0	Single Family Residence	3.0	2.0	1000.0	5500.0	1954		645000.0	1100567113	Alameda County, CA	464 000509000	144296.0	116591.0	260887.0	5456 (2.09 %)	3	123	84	213	4
2739 106th Ave	Oakland	CA	94605	09/13/2019	2771.0	Single Family Residence	3.0	1.0	960.0	6600.0	1941		610000.0	1100566709	Alameda County, CA	047 559500701	20703.0	27463.0	48166.0	1735 (3.60 %)	3	308	307	310	4
1013 Malaga Ct	Pleasanton	CA	94566	09/13/2019	6768.0	Single Family Residence	4.0	3.0	2774.0	12190.0	1987		1490000.0	1100580633	Alameda County, CA	946 456800401	320755.0	748429.0	1069184.0	12387 (1.15 %)	0	33	19	65	0
42625 Isle Royal St	Fremont	CA	94538	09/13/2019	4088.0	Single Family Residence	4.0	2.0	1558.0	5700.0	1962		900000.0	1100596674	Alameda County, CA	525 131306400	17956.0	48378.0	66334.0	1289 (1.94 %)	0	59	40	103	0
Outlook Ave	Oakland	CA	94605	09/13/2019	329.0	Residential - Vacant Land				3990.0			72500.0	1100586699	Alameda County, CA	040A342000701	37343.0	0.0	37343.0	1358 (3.63 %)	0	308	307	310	3
2656 Alliston Loop	Dublin	CA	94568	04/19/2017	4224.0	Single Family Residence	4.0	3.0	2124.0	3262.0	2017		930000.0	1100598025	Alameda County, CA	985 012008300	245549.0	407000.0	652549.0	9112 (1.39 %)	0	33	18	70	0
1743 141st Ave	San Leandro	CA	94578	09/13/2019	2680.0	Single Family Residence	2.0	1.0	800.0	6048.0	1941		590000.0	1100582723	Alameda County, CA	077E155200700	73258.0	24485.0	97743.0	1628 (1.66 %)	3	123	79	226	4
1147 Innsbruck St	Livermore	CA	94550	09/13/2019	4179.0	Single Family Residence	3.0	2.0	1838.0	7200.0	1969		920000.0	1100587048	Alameda County, CA	097 014205600	119650.0	221515.0	341165.0	4770 (1.39 %)	3	51	33	92	4
1922 Magellan Dr	Oakland	CA	94611	09/13/2019	3543.0	Single Family Residence	3.0	2.5	2876.0	7415.0	1987		780000.0	1100568382	Alameda County, CA	048F736704000	153407.0	359429.0	512836.0	8000 (1.56 %)	3	308	307	310	4
1634 Bandoni Ave	San Lorenzo	CA	94580	09/13/2019	3021.0	Single Family Residence			1050.0	4970.0	1952		665000.0	1100573660	Alameda County, CA	411 005416203	29364.0	26407.0	55771.0	1123 (2.01 %)	3	123	79	226	4
4458 Paradise Knls	Castro Valley	CA	94546	10/06/1988	454.0	Single Family Residence	2.0	1.0	1008.0	7250.0	1951		100000.0	1100592730	Alameda County, CA	084C106207400	105098.0	100571.0	205669.0	3051 (1.48 %)	3	123	79	226	4
715 Aileen St	Oakland	CA	94609	05/23/1980	3679.0	Single Family Residence	3.0	2.0	1102.0	4440.0	1910	810000.0		1100570183	Alameda County, CA	014 121003100	31226.0	21662.0	52888.0	1846 (3.49 %)	3	308	307	310	4
6434 Broadway Ave	Newark	CA	94560	05/16/1973	2980.0	Single Family Residence	3.0	1.0	1054.0	5250.0	1954	656000.0		1100583167	Alameda County, CA	092A109507800	19646.0	29998.0	49644.0	1026 (2.06 %)	3	86	56	155	4
711 Arbor Dr	San Leandro	CA	94577	09/13/2019	4224.0	Single Family Residence	5.0	2.0	2180.0	4635.0	1930		930000.0	1100589358	Alameda County, CA	076 039801400	60419.0	50068.0	110487.0	1904 (1.72 %)	3	123	79	226	4
22499 Woodroe Ave	Hayward	CA	94541	03/10/1988	772.0	Single Family Residence	3.0	2.0	1533.0	6931.0	1988		170000.0	1100582698	Alameda County, CA	417 008006100	84110.0	196257.0	280367.0	3786 (1.35 %)	3	123	84	213	4
570 Bluefield Ln	Hayward	CA	94541	09/13/2019	3116.0	Single Family Residence	3.0	1.5	1200.0	6000.0	1957		686000.0	1100573702	Alameda County, CA	432 005201400	62649.0	52500.0	115149.0	1718 (1.49 %)	3	123	84	213	4
1338 Via Hermana	San Lorenzo	CA	94580	09/13/2019	3429.0	Single Family Residence	3.0	2.0	1289.0	5510.0	1955		755000.0	1100575646	Alameda County, CA	411 001203100	32322.0	40139.0	72461.0	1399 (1.93 %)	3	123	79	226	4
7366 Mount Veeder Rd	Dublin	CA	94568	09/13/2019	5199.0	Residential - Vacant Land				3369.0			1144500.0	1100566823	Alameda County, CA	986 004812000	223374.0	0.0	223374.0	2935 (1.31 %)	3	33	18	70	4
5803 Idlewood Ct	Dublin	CA	94568	09/13/2019	4429.0	Single Family Residence	5.0	3.0	2180.0	3719.0	1999		975000.0	1100576141	Alameda County, CA	986 001002700	218111.0	508925.0	727036.0	10060 (1.38 %)	3	33	18	70	4
1628 9th Ave	Oakland	CA	94606	09/13/2019	2271.0	Single Family Residence	2.0	1.5	1043.0	4180.0	1914		500000.0	1100599252	Alameda County, CA	020 019001400	24083.0	16266.0	40349.0	2681 (6.64 %)	3	308	307	310	4
1115 Holly St	Alameda	CA	94502	09/13/2019	3361.0	Townhouse	2.0	2.0	1274.0	2208.0	1970		740000.0	1100568879	Alameda County, CA	074 107603500	152098.0	354896.0	506994.0	7055 (1.39 %)	3	66	37	135	4
2279 Palomino Rd	Livermore	CA	94551	07/21/1994	659.0	Single Family Residence	3.0	2.0	1225.0	7180.0	1968		145000.0	1100563361	Alameda County, CA	099 130502400	62954.0	146894.0	209848.0	3235 (1.54 %)	3	51	33	92	4
594 Barcelona Dr	Fremont	CA	94536	09/13/2019	6586.0	Single Family Residence	5.0	3.0	2240.0	8625.0	1969		1450000.0	1100572841	Alameda County, CA	507 006301700	335570.0	782997.0	1118567.0	13533 (1.20 %)	3	59	40	103	4
1901 Paru St	Alameda	CA	94501	09/13/2019	5374.0	Single Family Residence	3.0	2.5	2078.0	3195.0	2002		1183000.0	1100570954	Alameda County, CA	072 038406400	270120.0	630280.0	900400.0	12822 (1.42 %)	3	66	37	135	4
38623 Cherry Ln Apt 205	Fremont	CA	94536	09/13/2019	1999.0	Condominium	2.0	1.5	789.0	14.9	1974		440000.0	1100567250	Alameda County, CA	507 079020600	126402.0	294938.0	421340.0	5334 (1.26 %)	3	59	40	103	4
1433 15th Ave	Oakland	CA	94606	09/13/2019	2476.0	Duplex (2 units, any combination)	4.0	3.0	2038.0	3000.0	1904		545000.0	1100572928	Alameda County, CA	020 014300600	82933.0	193430.0	276363.0	5057 (1.82 %)	3	308	307	310	4
4179 Stanford Way	Livermore	CA	94550	RECENTLY SOLD	3484.0	Single Family Residence	3.0	2.5	1623.0	8637.0	1962	767000.0		1100575271	Alameda County, CA	099 108207500	15633.0	64222.0	79855.0	1715 (2.14 %)	3	51	33	92	4
2299 American Ave	Hayward	CA	94545	09/13/2019	2226.0	MISCELLANEOUS		0.5	1380.0		1971		490000.0	1100616505	Alameda County, CA	439 000704800	63661.0	111408.0	175069.0	2288 (1.30 %)	3	123	84	213	4
2950 Cumberland Way	Oakland	CA	94605	09/13/2019	1840.0	Residential - Vacant Land	3.0	2.0	1587.0	0.75	1922		405000.0	1100564335	Alameda County, CA	040A342001001	163583.0	0.0	163583.0	3060 (1.87 %)	3	308	307	310	4
2701 8th St	Berkeley	CA	94710	11/22/2010	4769.0	Light Industrial (10% Improved Office space; Machine Shop)		0.5	19820.0	20335.0	1951		1050000.0	1100598855	Alameda County, CA	054 174600205	912027.0	270230.0	1182257.0	38206 (3.23 %)	3	125	94	197	4
2932 Cumberland Way	Oakland	CA	94605	09/13/2019	1840.0	Residential - Vacant Land				5996.0			405000.0	1100568106	Alameda County, CA	040A342004505	38948.0	0.0	38948.0	1379 (3.54 %)	3	308	307	310	4
6340 Ridgemont Dr	Oakland	CA	94619	07/14/2000	2453.0	Single Family Residence	3.0	2.5	1885.0	7100.0	1987		540000.0	1100569421	Alameda County, CA	037A315402600	210321.0	490749.0	701070.0	10539 (1.50 %)	3	308	307	310	4
4004 Caribbean Cmn	Fremont	CA	94555	09/13/2019	2794.0	Townhouse	3.0	1.5	1166.0	901.0	1970		615000.0	1100566643	Alameda County, CA	543 024711900	38973.0	102054.0	141027.0	2101 (1.48 %)	3	59	40	103	4
3900 Lyon Ave	Oakland	CA	94601	09/13/2019	3116.0	Single Family Residence	2.0	1.0	944.0	4875.0	1909		686000.0	1100572914	Alameda County, CA	032 210601300	106692.0	248950.0	355642.0	5826 (1.63 %)	3	308	307	310	4
1568 Scenicview Dr	San Leandro	CA	94577	05/21/1975	393.0	Single Family Residence	4.0	1.5	2479.0	11132.0	1968		86500.0	1100598401	Alameda County, CA	077 062604500	77874.0	101278.0	179152.0	2752 (1.53 %)	3	123	79	226	4
2413 Irma Way	Castro Valley	CA	94546	06/07/2004	4120.0	Single Family Residence	3.0	2.0	2602.0	4927.0	1952	907000.0		1100572085	Alameda County, CA	084B035208300	261126.0	242887.0	504013.0	6689 (1.32 %)	0	123	79	226	0
1431 C St	Hayward	CA	94541	09/13/2019	3252.0	Single Family Residence	3.0	1.0	1058.0	7500.0	1895		716000.0	1100564226	Alameda County, CA	427 004104603	111222.0	269718.0	380940.0	4753 (1.24 %)	3	123	84	213	4
721 Hayes Ct	Livermore	CA	94550	11/02/1970	3634.0	Single Family Residence	3.0	2.0	1459.0	6664.0	1968	800000.0		1100569576	Alameda County, CA	099 108209100	13943.0	49434.0	63377.0	1604 (2.53 %)	3	51	33	92	4
1427 Havenscourt Blvd	Oakland	CA	94621	09/13/2019	2317.0	Single Family Residence	2.0	1.0	1268.0	4000.0	1924		510000.0	1100639115	Alameda County, CA	039 324602200	104072.0	242836.0	346908.0	5802 (1.67 %)	3	308	307	310	4
350 Cornell Ave	Hayward	CA	94544	09/13/2019	2398.0	Single Family Residence	2.0	1.0	820.0	5000.0	1951		528000.0	1100568637	Alameda County, CA	078G276900300	62825.0	146153.0	208978.0	2821 (1.34 %)	3	123	84	213	4
20428 Summercrest Dr	Castro Valley	CA	94552	09/13/2019	3575.0	Townhouse	4.0	3.0	1666.0	2347.0	1998		787000.0	1100566582	Alameda County, CA	085A642001900	185308.0	432386.0	617694.0	7996 (1.29 %)	3	123	79	226	4
4523 Ventura Way	Union City	CA	94587	09/13/2019	2907.0	Townhouse	4.0	2.5	1430.0	1738.0	1970		640000.0	1100576540	Alameda County, CA	483 009608600	111363.0	259847.0	371210.0	5737 (1.54 %)	3	67	46	116	4
383 Northwood Cmns	Livermore	CA	94551	09/13/2019	2635.0	Townhouse	3.0	2.5	1442.0	3062.0	1982		580000.0	1100576691	Alameda County, CA	098 040401600	70103.0	163575.0	233678.0	3368 (1.44 %)	3	51	33	92	4
320 51st St Apt C	Oakland	CA	94609	09/13/2019	2953.0	Condominium	1.0	1.0	912.0		1925		650000.0	1100591135	Alameda County, CA	014 124102200	183600.0	428400.0	612000.0	9358 (1.52 %)	3	308	307	310	4
1515 Sylvia St	Hayward	CA	94545	09/13/2019	3420.0	Single Family Residence	3.0	2.5	1410.0	1888.0	2018	753000.0		1100590093	Alameda County, CA	441 010503200	180111.0	0.0	180111.0	2260 (1.25 %)	3	123	84	213	4
5215 Palazzo Dr	Dublin	CA	94568	09/13/2019	6995.0	Single Family Residence	5.0	3.5	3525.0	9066.0	2012		1540000.0	1100580705	Alameda County, CA	985 009505500	275146.0	642008.0	917154.0	12982 (1.41 %)	3	33	18	70	4
730 Fargo Ave Apt 4	San Leandro	CA	94579	09/13/2019	2339.0	Condominium	3.0	2.5	1136.0		1965		515000.0	1100584274	Alameda County, CA	080G128708100	116280.0	271320.0	387600.0	4796 (1.23 %)	3	123	79	226	4
1396 Jacqueline Pl	San Lorenzo	CA	94580	03/16/1995	591.0	Townhouse	3.0	1.5	1188.0	840.0	1972		130000.0	1100576158	Alameda County, CA	411 003312200	56442.0	131698.0	188140.0	2691 (1.43 %)	3	123	79	226	4
40832 Ondina Pl	Fremont	CA	94539	09/13/2019	10388.0	Single Family Residence	6.0	4.0	4090.0	8304.0	1978		2287000.0	1100583088	Alameda County, CA	525 164905700	420346.0	1176669.0	1597015.0	19108 (1.19 %)	0	59	40	103	0
4581 Alta Terra Rd	Dublin	CA	94568	09/13/2019	5678.0	Single Family Residence	4.0	3.0	2251.0	4824.0	2013		1250000.0	1100582818	Alameda County, CA	985 009913800	275932.0	643841.0	919773.0	12886 (1.40 %)	3	33	18	70	4
7057 Kalmia Hills Ct	Dublin	CA	94568	09/13/2019	8517.0	Residential - Vacant Land				6077.0			1875000.0	1100582512	Alameda County, CA	985 012603400					0	33	18	70	0
4674 Dolores Ave	Oakland	CA	94602	09/13/2019	5905.0	Duplex (2 units, any combination)	2.0	2.0	2358.0	4492.0	1915		1300000.0	1100584749	Alameda County, CA	024 055103300	36418.0	168979.0	205397.0	4006 (1.95 %)	3	308	307	310	4
7328 Kenwood Rd	Dublin	CA	94568	09/13/2019	5832.0	Residential - Vacant Land				5278.0			1284000.0	1100581138	Alameda County, CA	986 005006400	798048.0	0.0	798048.0	10558 (1.32 %)	3	33	18	70	4
7 Captain Dr # C404	Emeryville	CA	94608	09/13/2019	1930.0	Condominium	1.0	1.0	649.0		1973		425000.0	1100589523	Alameda County, CA	049 152911100	46006.0	107100.0	153106.0	2269 (1.48 %)	3	316	212	561	4
29007 Jetty Way	Hayward	CA	94545	09/13/2019	5542.0	Single Family Residence	5.0	3.0	2687.0	5250.0	2005		1220000.0	1100581026	Alameda County, CA	461 010108500	269019.0	627512.0	896531.0	11193 (1.24 %)	3	123	84	213	4
2413 Irma Way	Castro Valley	CA	94546	06/07/2004	4120.0	Single Family Residence	3.0	2.0	2602.0	4418.0	1952	907000.0		1100591184	Alameda County, CA	084B035208200	46081.0	42863.0	88944.0	1124 (1.26 %)	0	123	79	226	0
38366 Anita Ct	Fremont	CA	94536	09/13/2019	5973.0	Single Family Residence	5.0	3.0	2677.0	8442.0	1952		1315000.0	1100583449	Alameda County, CA	507 053600500	126340.0	390343.0	516683.0	6526 (1.26 %)	3	59	40	103	4
Nina St	Hayward	CA	94541	09/13/2019	254.0	Residential - Vacant Land				1.18			56000.0	1100576775	Alameda County, CA	426 015004300	120098.0	0.0	120098.0	1571 (1.30 %)	0	123	84	213	4
2850 Las Positas Rd	Livermore	CA	94551	09/13/2019	19532.0	Gas Station		1.0	8805.0	0.85	2013		4300000.0	1100589146	Alameda County, CA	099 001506200	1007978.0	2329009.0	3336987.0	39816 (1.19 %)	0	51	33	92	0
38824 Florence Way	Fremont	CA	94536	09/13/2019	4792.0	Single Family Residence	4.0	2.0	1413.0	6231.0	1962		1055000.0	1100591111	Alameda County, CA	501 095613400	175069.0	408496.0	583565.0	7305 (1.25 %)	3	59	40	103	4
414 40th St Apt 201	Oakland	CA	94609	09/13/2019	3225.0	Condominium	2.0	2.0	1006.0		2007		710000.0	1100589813	Alameda County, CA	012 100702900	166029.0	387639.0	553668.0	8661 (1.56 %)	3	308	307	310	4
1510 Calle Enrique	Pleasanton	CA	94566	09/13/2019	3339.0	Townhouse	3.0	2.0	1224.0	1722.0	1971		735000.0	1100580173	Alameda County, CA	946 341007300	143137.0	333987.0	477124.0	6078 (1.27 %)	0	33	19	65	0
572 Begonia Dr	San Leandro	CA	94578	09/13/2019	3361.0	Single Family Residence	3.0	2.0	1659.0	4982.0	1978		740000.0	1100581304	Alameda County, CA	077C131100900	187500.0	437500.0	625000.0	7959 (1.27 %)	3	123	79	226	4
1837 Linden St	Oakland	CA	94607	09/13/2019	3816.0	Single Family Residence	4.0	2.0	1284.0	3828.0	1885		840000.0	1100578152	Alameda County, CA	005 040701600	118827.0	277263.0	396090.0	6371 (1.60 %)	3	308	307	310	4
14241 Ivy Ct	San Leandro	CA	94578	12/28/2000	1240.0	Single Family Residence	2.0	1.0	1208.0	6300.0	1942		273000.0	1100581992	Alameda County, CA	077D143600700	108455.0	258449.0	366904.0	4778 (1.30 %)	3	123	79	226	4
4308 Clarinbridge Cir	Dublin	CA	94568	09/13/2019	2953.0	Condominium	1.0	2.5	1401.0		2003		650000.0	1100581135	Alameda County, CA	985 003908700	148612.0	346763.0	495375.0	7012 (1.41 %)	3	33	18	70	4
655 12th St Apt 111	Oakland	CA	94607	09/13/2019	2953.0	Condominium	1.0	2.0	1037.0		2003		650000.0	1100591207	Alameda County, CA	002 002102300	111929.0	261431.0	373360.0	6011 (1.61 %)	3	308	307	310	4
42012 Mission Blvd	Fremont	CA	94539	09/13/2019	10347.0	Single Family Residence				5001.0			2278000.0	1100595671	Alameda County, CA	513 075605800					0	59	40	103	0
1698 11th St	Oakland	CA	94607	09/13/2019	5383.0	Residential - Vacant Land				2500.0			1185000.0	1100617241	Alameda County, CA	006 001302300	62133.0	0.0	62133.0	1836 (2.95 %)	3	308	307	310	4
5325 Ridgevale Rd	Pleasanton	CA	94566	05/31/2019	5905.0	Single Family Residence	4.0	2.5	2047.0	7400.0	1965		1300000.0	1100594165	Alameda County, CA	946 333001100	267911.0	625127.0	893038.0	10347 (1.15 %)	0	33	19	65	0
2129 Cryer Pl	Hayward	CA	94545	09/13/2019	4020.0	Single Family Residence	4.0	3.0	2266.0	5054.0	2009		885000.0	1100591769	Alameda County, CA	441 010101000	185734.0	433750.0	619484.0	7551 (1.21 %)	3	123	84	213	4
928 Franklin St Apt 635	Oakland	CA	94607	09/13/2019	454.0	Condominium	2.0	2.0	896.0		1993		100000.0	1100596324	Alameda County, CA	002 006010300	165000.0	385000.0	550000.0	8393 (1.52 %)	3	308	307	310	4
Cull Canyon Rd	Castro Valley	CA	94546	09/12/2019	681.0	Residential - Vacant Land				8.15			150000.0	1100589061	Alameda County, CA	085 054000100	144977.0	0.0	144977.0	1734 (1.19 %)	0	123	79	226	0
33 Schooner Hl	Oakland	CA	94618	09/13/2019	4769.0	Townhouse	2.0	2.0	1364.0	1624.0	1995		1050000.0	1100593266	Alameda County, CA	048H758808000	220572.0	514668.0	735240.0	11010 (1.49 %)	3	308	307	310	4
Hillmont Dr	Oakland	CA	94608	09/13/2019	522.0	Residential - Vacant Land				10834.0			115000.0	1100697862	Alameda County, CA	040A342604200	25432.0	0.0	25432.0	1197 (4.70 %)	0	308	307	310	0
8614 Deervale Rd	Dublin	CA	94568	09/13/2019	3920.0	Single Family Residence	4.0	2.0	1321.0	6995.0	1961		863000.0	1100592600	Alameda County, CA	941 016508300	240210.0	560490.0	800700.0	10891 (1.36 %)	3	33	18	70	4
3360 Maguire Way Unit 420	Dublin	CA	94568	11/16/2007	2757.0	Condominium	2.0	2.5	1298.0		2007	607000.0		1100594116	Alameda County, CA	985 006502100	160593.0	375058.0	535651.0	7219 (1.34 %)	3	33	18	70	4
140 Maxwelton Rd	Piedmont	CA	94618	09/13/2019	8249.0	Single Family Residence			3580.0	6088.0	1974		1816000.0	1100596140	Alameda County, CA	050 457902600	282722.0	659686.0	942408.0	15867 (1.68 %)	3	57	48	77	4
