address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures	year_sold
2014 W Orchard Ave	Orange	CA	92868	08/12/2019	3043.0	Single Family Residence	3.0	3.0	1596.0	6300.0	1956.0	670000.0	1101814278	Orange County, CA	39030315	282377.0	91991.0	374368.0	4319 (1.15 %)	3	55.0	41.0	85.0	4	2019
1250 S Brookhurst St Unit 2096	Anaheim	CA	92804	11/07/2019	1456.0	Condominium	3.0	2.0	1172.0		1971.0	320500.0	1101838865	Orange County, CA	93978058	136071.0	80312.0	216383.0	2782 (1.28 %)	3	88.0	71.0	127.0	4	2019
19198 Foxglen Ln	Huntington Beach	CA	92648	11/07/2019	7949.0	Single Family Residence	4.0	4.0	3346.0	6369.0	1997.0	1750000.0	1101782412	Orange County, CA	11043106	1187004.0	514050.0	1701054.0	19252 (1.13 %)	3	57.0	47.0	82.0	4	2019
2620 E Hoover Ave	Orange	CA	92867	11/07/2019	2816.0	Single Family Residence	3.0	2.0	1625.0	6271.0	1959.0	620000.0	1101833915	Orange County, CA	37841206	23642.0	45120.0	68762.0	1008 (1.46 %)	3	55.0	41.0	85.0	4	2019
334 S Walnut Ave # 13	Brea	CA	92821	11/07/2019	1840.0	Condominium	2.0	2.0	904.0		1983.0	405000.0	1101849547	Orange County, CA	93458038	268377.0	56623.0	325000.0	3849 (1.18 %)	3	86.0	73.0	118.0	4	2019
15546 Sonora St	Tustin	CA	92782	11/07/2019	1865.0	Condominium	3.0	2.0	1269.0		2007.0	410500.0	1101853043	Orange County, CA	93358364	87187.0	261556.0	348743.0	5236 (1.50 %)	3	66.0	54.0	94.0	4	2019
1711 N Heliotrope Dr	Santa Ana	CA	92706	11/07/2019	2657.0	Single Family Residence	3.0	2.0	1774.0	6600.0	1930.0	585000.0	1101843658	Orange County, CA	209216	423499.0	73256.0	496755.0	5761 (1.15 %)	3	128.0	128.0	128.0	4	2019
11842 Dale St	Garden Grove	CA	92841	11/07/2019	3066.0	Single Family Residence	4.0	2.0	1681.0	9188.0	1954.0	675000.0	1101845311	Orange County, CA	13226315	420329.0	115994.0	536323.0	6709 (1.25 %)	3	76.0	57.0	122.0	4	2019
15 Goldbriar Way	Mission Viejo	CA	92692	11/07/2019	4429.0	Single Family Residence	5.0	3.0	3194.0	4998.0	2001.0	975000.0	1101861145	Orange County, CA	83931157	202297.0	467647.0	669944.0	6902 (1.03 %)	3	29.0	25.0	39.0	4	2019
1819 S Van Ness Ave	Santa Ana	CA	92707	11/07/2019	2578.0	Single Family Residence	3.0	1.0	1424.0	6250.0	1941.0	567500.0	1101839818	Orange County, CA	1504311	363884.0	41961.0	405845.0	4834 (1.19 %)	3	128.0	128.0	128.0	4	2019
11052 Stonecress Ave	Fountain Valley	CA	92708	11/07/2019	3861.0	Single Family Residence	4.0	3.0	2028.0	6000.0	1970.0	850000.0	1101846439	Orange County, CA	14447204	279327.0	154481.0	433808.0	6954 (1.60 %)	3	41.0	11.0	110.0	4	2019
12112 Laguna St	Garden Grove	CA	92840	11/07/2019	5224.0	Multi-Family Dwellings			4014.0	7356.0	1965.0	1150000.0	1101876054	Orange County, CA	23101117	71073.0	227396.0	298469.0	4485 (1.50 %)	3	76.0	57.0	122.0	4	2019
27691 Country Lane Rd	Laguna Niguel	CA	92677	11/07/2019	4497.0	Single Family Residence	4.0	4.0	3054.0	4669.0	2004.0	990000.0	1101855264	Orange County, CA	63654237	681449.0	422127.0	1103576.0	11180 (1.01 %)	3	29.0	26.0	35.0	4	2019
311 W Hermosa Dr	Fullerton	CA	92835	11/07/2019	4406.0	Single Family Residence	3.0	2.0	2047.0	20295.0	1955.0	970000.0	1101847885	Orange County, CA	29202106	42030.0	66545.0	108575.0	1454 (1.33 %)	3	65.0	49.0	100.0	4	2019
23962 Warsaw St	Mission Viejo	CA	92691	11/07/2019	3407.0	Single Family Residence	4.0	3.0	2415.0	7021.0	1976.0	750000.0	1101847374	Orange County, CA	61929124	46341.0	118936.0	165277.0	1645 (0.99 %)	3	29.0	25.0	39.0	4	2019
30402 Marbella Vis	San Juan Capistrano	CA	92675	11/07/2019	10447.0	Single Family Residence	5.0	6.0	5595.0	15580.0	1990.0	2300000.0	1101885225	Orange County, CA	65060423	916611.0	1227255.0	2143866.0	22140 (1.03 %)	3	39.0	34.0	51.0	4	2019
16431 Tryon St	Westminster	CA	92683	11/07/2019	3225.0	Single Family Residence	3.0	2.0	1266.0	7800.0	1960.0	710000.0	1101850682	Orange County, CA	10750203	536536.0	73464.0	610000.0	14908 (2.44 %)	3	97.0	79.0	140.0	4	2019
61 Brownstone Way	Aliso Viejo	CA	92656	11/07/2019	3043.0	Condominium	3.0	3.0	1956.0		2008.0	670000.0	1101869523	Orange County, CA	93814190	286775.0	307402.0	594177.0	5907 (0.99 %)	3	16.0	10.0	29.0	4	2019
1909 W Cris Ave	Anaheim	CA	92804	11/07/2019	2725.0	Single Family Residence	3.0	2.0	1126.0	7601.0	1956.0	600000.0	1101866471	Orange County, CA	12848115	449734.0	48097.0	497831.0	5873 (1.17 %)	3	88.0	71.0	127.0	4	2019
15500 Tustin Village Way Apt 117	Tustin	CA	92780	11/07/2019	1567.0	Single Family Residence	2.0	2.0	1080.0	540.0	1964.0	345000.0	1101846461	Orange County, CA	40226281	135273.0	64406.0	199679.0	2599 (1.30 %)	3	66.0	54.0	94.0	4	2019
144 Costa Brava	Laguna Niguel	CA	92677	11/07/2019	4015.0	Condominium	3.0	2.0	1849.0		1991.0	884000.0	1101840605	Orange County, CA	93846305	190339.0	269807.0	460146.0	4795 (1.04 %)	3	29.0	26.0	35.0	4	2019
3 San Martin Way	Corona Del Mar	CA	92625	11/07/2019	14990.0	Single Family Residence	5.0	3.0	3642.0	0.54	1973.0	3300000.0	1101856352	Orange County, CA	46101302	198275.0	156388.0	354663.0	4009 (1.13 %)	3	49.0	31.0	90.0	4	2019
27121 Mill Pond Rd # 54	Dana Point	CA	92624	11/07/2019	3339.0	Condominium	3.0	3.0	1661.0		1977.0	735000.0	1101842741	Orange County, CA	93539054	489815.0	129685.0	619500.0	6626 (1.06 %)	3	33.0	23.0	55.0	4	2019
5029 Saratoga Ave	Cypress	CA	90630	11/07/2019	3248.0	Single Family Residence	3.0	2.0	1536.0	5040.0	1967.0	715000.0	1101859758	Orange County, CA	24118411	601123.0	106877.0	708000.0	10612 (1.49 %)	3	31.0	15.0	68.0	4	2019
167 Tangelo # 404	Irvine	CA	92618	11/07/2019	1953.0	Condominium	2.0	2.0	952.0		1978.0	430000.0	1101841504	Orange County, CA	93535075	314346.0	60198.0	374544.0	4065 (1.08 %)	3	30.0	22.0	48.0	4	2019
6093 Terrace Ln # 54	Yorba Linda	CA	92886	11/07/2019	1917.0	Condominium	3.0	2.0	1165.0		1982.0	422000.0	1101855547	Orange County, CA	93285101	98960.0	97701.0	196661.0	2545 (1.29 %)	3	22.0	12.0	44.0	4	2019
114 Perspective	Irvine	CA	92618	11/07/2019	7177.0	Single Family Residence						1580000.0	1101854889	Orange County, CA	58080110	748620.0	0.0	748620.0	8090 (1.08 %)	0	30.0	22.0	48.0	0	2019
949 S Grinnell St	Anaheim	CA	92807	11/06/2019	3634.0	Single Family Residence	3.0	3.0	2754.0	6300.0	1978.0	800000.0	1101765355	Orange County, CA	36508329	364670.0	206468.0	571138.0	6327 (1.10 %)	3	88.0	71.0	127.0	4	2019
1752 E Commonwealth Ave Unit 101	Fullerton	CA	92831	11/06/2019	1613.0	Condominium	2.0	2.0	927.0		1964.0	355000.0	1101761137	Orange County, CA	93276048	287421.0	51219.0	338640.0	4015 (1.18 %)	3	65.0	49.0	100.0	4	2019
20711 Vista Del Sol	Yorba Linda	CA	92886	11/06/2019	3747.0	Single Family Residence	4.0	3.0	1961.0	10000.0	1980.0	825000.0	1101762174	Orange County, CA	35012145	173745.0	176282.0	350027.0	4343 (1.24 %)	3	22.0	12.0	44.0	4	2019
941 N Holly St	Anaheim	CA	92801	11/06/2019	2589.0	Single Family Residence	4.0	2.0	1743.0	6375.0	1954.0	570000.0	1101760198	Orange County, CA	7247609	22523.0	34927.0	57450.0	920 (1.60 %)	3	88.0	71.0	127.0	4	2019
1324 N Placentia Ave	Fullerton	CA	92831	11/06/2019	2271.0	Single Family Residence	4.0	3.0	1776.0	1344.0	1964.0	500000.0	1101683092	Orange County, CA	33924302	347984.0	95746.0	443730.0	5166 (1.16 %)	3	65.0	49.0	100.0	4	2019
7241 Seashark Cir	Huntington Beach	CA	92648	11/06/2019	4043.0	Single Family Residence	3.0	3.0	1728.0	2709.0	1975.0	890000.0	1101758274	Orange County, CA	2330224	663168.0	123310.0	786478.0	9014 (1.14 %)	3	57.0	47.0	82.0	4	2019
7811 Jennifer Cir	La Palma	CA	90623	11/06/2019	3770.0	Single Family Residence	4.0	3.0	2228.0	5000.0	1966.0	830000.0	1101697832	Orange County, CA	26332443	521724.0	123324.0	645048.0	7474 (1.15 %)	3	42.0	8.0	122.0	4	2019
1072 Saint John Pl	Santa Ana	CA	92705	11/06/2019	5791.0	Single Family Residence	4.0	3.0	2731.0	11495.0	1964.0	1275000.0	1101729166	Orange County, CA	50226305	177605.0	393058.0	570663.0	6495 (1.13 %)	3	128.0	128.0	128.0	4	2019
402 Choctaw Pl	Placentia	CA	92870	11/06/2019	3361.0	Single Family Residence	4.0	2.0	1945.0	7520.0	1971.0	740000.0	1101731056	Orange County, CA	33658185	90282.0	137006.0	227288.0	4953 (2.17 %)	3	44.0	29.0	79.0	4	2019
84 Bordeaux Dr	Yorba Linda	CA	92886	11/07/2019	3491.0	Contact Agent						768500.0	1102229508	Riverside County, CA	673860049					0	22.0	12.0	44.0	0	2019
6641 Val Verde Ave	Buena Park	CA	90621	11/06/2019	2612.0	Single Family Residence	3.0	2.0	1653.0	7029.0	1952.0	575000.0	1101735389	Orange County, CA	27624139	227449.0	78141.0	305590.0	3688 (1.20 %)	3	71.0	40.0	145.0	4	2019
3905 Marcus Ave	Newport Beach	CA	92663	11/07/2019	10220.0	Single Family Residence	4.0	2.0	2004.0	2860.0	1976.0	2250000.0	1101939787	Orange County, CA	42307605	1446794.0	53206.0	1500000.0	16118 (1.07 %)	3	49.0	31.0	90.0	4	2019
98 Townsend	Irvine	CA	92620	11/06/2019	3361.0	Condominium	2.0	3.0	1808.0		2004.0	740000.0	1101768770	Orange County, CA	93202974	477374.0	293626.0	771000.0	11293 (1.46 %)	3	30.0	22.0	48.0	4	2019
7234 Rosemarie Ln # 2	Huntington Beach	CA	92648	11/07/2019	2339.0	Condominium	2.0	2.0	1054.0		2007.0	515000.0	1102003267	Orange County, CA	93576114	215593.0	154214.0	369807.0	4458 (1.20 %)	3	57.0	47.0	82.0	4	2019
11192 Rugh St	Garden Grove	CA	92840	11/06/2019	3429.0	Single Family Residence	5.0	3.0	2045.0	7398.0	1959.0	755000.0	1101745401	Orange County, CA	8962502	93087.0	159160.0	252247.0	5247 (2.08 %)	3	76.0	57.0	122.0	4	2019
17371 Whetmore Ln	Huntington Beach	CA	92647	11/06/2019	4281.0	Single Family Residence	4.0	3.0	2209.0	6000.0	1970.0	942500.0	1101763010	Orange County, CA	16509307	403028.0	157551.0	560579.0	6503 (1.16 %)	3	57.0	47.0	82.0	4	2019
3009 Coolidge Ave	Costa Mesa	CA	92626	11/06/2019	4633.0	Multi-Family Dwellings			3191.0	6000.0	1962.0	1020000.0	1101732929	Orange County, CA	14114157	194655.0	129486.0	324141.0	4300 (1.32 %)	3	94.0	65.0	162.0	4	2019
26373 Mountain Grove Cir # 40	Lake Forest	CA	92630	11/06/2019	2135.0	Condominium	3.0	3.0	1274.0		1986.0	470000.0	1101733391	Orange County, CA	93805385	203534.0	124674.0	328208.0	3372 (1.02 %)	3	29.0	23.0	42.0	4	2019
4 Cottoncloud	Irvine	CA	92614	11/07/2019	5405.0	Single Family Residence	4.0	3.0	2466.0	5500.0	1980.0	1190000.0	1101933408	Orange County, CA	45214105	881723.0	223237.0	1104960.0	11776 (1.06 %)	3	30.0	22.0	48.0	4	2019
12 Misty Creek Ln	Laguna Hills	CA	92653	11/07/2019	2953.0	Single Family Residence	2.0	2.0	1237.0	4000.0	1985.0	650000.0	1101926760	Orange County, CA	62538207	173278.0	115144.0	288422.0	2910 (1.00 %)	3	55.0	49.0	69.0	4	2019
23821 La Rosa Dr	Lake Forest	CA	92630	11/06/2019	2921.0	Single Family Residence	4.0	2.0	1207.0	7316.0	1964.0	643000.0	1101743400	Orange County, CA	61704622	159806.0	88366.0	248172.0	2497 (1.00 %)	3	29.0	23.0	42.0	4	2019
17 Belcrest	Foothill Ranch	CA	92610	11/06/2019	3520.0	Single Family Residence	3.0	3.0	1478.0	4750.0	1994.0	775000.0	1101782213	Orange County, CA	61211129	482049.0	203466.0	685515.0	7197 (1.04 %)	3				4	2019
17333 Brookhurst St Apt F2	Fountain Valley	CA	92708	11/06/2019	1840.0	Condominium	2.0	2.0	752.0		1987.0	405000.0	1101773098	Orange County, CA	93218170	131480.0	93861.0	225341.0	2717 (1.20 %)	3	41.0	11.0	110.0	4	2019
56 Timber Run # 51	Irvine	CA	92614	11/06/2019	2725.0	Condominium	3.0	2.0	1260.0		1980.0	600000.0	1101686526	Orange County, CA	93755051	306342.0	72339.0	378681.0	4146 (1.09 %)	3	30.0	22.0	48.0	4	2019
10892 Sidney Pl	Garden Grove	CA	92840	11/06/2019	3525.0	Single Family Residence	3.0	3.0	1876.0	10400.0	1953.0	776000.0	1101683606	Orange County, CA	8917035	41879.0	121484.0	163363.0	2224 (1.36 %)	3	76.0	57.0	122.0	4	2019
648 Pepperwood Dr	Brea	CA	92821	11/06/2019	2294.0	Single Family Residence	4.0	2.0	1158.0	6090.0	1956.0	505000.0	1101769276	Orange County, CA	31926207	335196.0	49004.0	384200.0	4582 (1.19 %)	3	86.0	73.0	118.0	4	2019
11 Wildflower Pl	Mission Viejo	CA	92694	11/06/2019	2725.0	Condominium	3.0	3.0	1733.0		2005.0	600000.0	1101775863	Orange County, CA	93302634	343023.0	214044.0	557067.0	7709 (1.38 %)	3	29.0	25.0	39.0	4	2019
4133 Elsie Dr	Yorba Linda	CA	92886	11/06/2019	26981.0	Single Family Residence						5940000.0	1101850359	Orange County, CA	32319126	936170.0	0.0	936170.0	10555 (1.12 %)	3	22.0	12.0	44.0	4	2019
18582 Teller	Irvine	CA	92612	11/06/2019	151032.0	MISCELLANEOUS			120546.0	6.25	1970.0	33250000.0	1101879727	Orange County, CA	44510209	13600000.0	0.0	13600000.0	150358 (1.10 %)	3	30.0	22.0	48.0	4	2019
4199 Elsie Dr	Yorba Linda	CA	92886	11/06/2019	26981.0	Single Family Residence						5940000.0	1101828063	Orange County, CA	32319123	936170.0	0.0	936170.0	10555 (1.12 %)	3	22.0	12.0	44.0	4	2019
28511 La Noche	Mission Viejo	CA	92692	11/06/2019	3407.0	Single Family Residence	4.0	2.0	1472.0	5850.0	1979.0	750000.0	1101778305	Orange County, CA	78604343	72228.0	99476.0	171704.0	1756 (1.02 %)	3	29.0	25.0	39.0	4	2019
4177 Elsie Dr	Yorba Linda	CA	92886	11/06/2019	26981.0	Single Family Residence						5940000.0	1101841835	Orange County, CA	32319124	936170.0	0.0	936170.0	10555 (1.12 %)	3	22.0	12.0	44.0	4	2019
2236 Via Puerta Unit C	Laguna Woods	CA	92637	11/06/2019	1181.0	Condominium	2.0	2.0	953.0		1969.0	260000.0	1101852279	Orange County, CA	93146046	23837.0	89148.0	112985.0	1104 (0.97 %)	3	14.0	5.0	34.0	4	2019
25462 Mina Ct	Lake Forest	CA	92630	11/06/2019	3407.0	Single Family Residence	3.0	3.0	1966.0	5250.0	1977.0	750000.0	1101874497	Orange County, CA	61309126	240332.0	176820.0	417152.0	4233 (1.01 %)	3	29.0	23.0	42.0	4	2019
106 Roundhouse	Irvine	CA	92618	11/06/2019	6355.0	Contact Agent						1399000.0	1101827485	Orange County, CA	59113311					0	30.0	22.0	48.0	0	2019
16852 Lynn Ln	Huntington Beach	CA	92649	11/06/2019	9539.0	Multi-Family Dwellings	2.0	1.0	6175.0	8400.0	1983.0	2100000.0	1101866242	Orange County, CA	17823109	555016.0	417559.0	972575.0	11877 (1.22 %)	3	57.0	47.0	82.0	4	2019
9 Evergreen Rd	Mission Viejo	CA	92694	11/06/2019	3148.0	Single Family Residence	3.0	3.0	1864.0	2139.0	2003.0	693000.0	1101735804	Orange County, CA	74117112	397574.0	255797.0	653371.0	9923 (1.51 %)	3	29.0	25.0	39.0	4	2019
518 S Harbor Blvd	Anaheim	CA	92805	11/06/2019	3634.0	Single Family Residence	4.0	3.0	2764.0	5748.0	2006.0	800000.0	1101768414	Orange County, CA	3621128	230002.0	427192.0	657194.0	7745 (1.17 %)	3	88.0	71.0	127.0	4	2019
43 Canopy	Irvine	CA	92603	11/06/2019	5224.0	Condominium	4.0	3.0	2129.0		2003.0	1150000.0	1101737312	Orange County, CA	93168395	543029.0	235431.0	778460.0	10553 (1.35 %)	3	30.0	22.0	48.0	4	2019
2166 Via Aguila # 159	San Clemente	CA	92673	11/06/2019	3475.0	Condominium	3.0	2.0	1410.0		1989.0	765000.0	1101761850	Orange County, CA	93641177	26095.0	29668.0	55763.0	509 (0.91 %)	3	28.0	18.0	52.0	4	2019
710 S Teal Cir	Anaheim	CA	92807	11/06/2019	4034.0	Single Family Residence	4.0	3.0	2583.0	14700.0	1977.0	888000.0	1101739322	Orange County, CA	36534109	718926.0	281943.0	1000869.0	10953 (1.09 %)	3	88.0	71.0	127.0	4	2019
639 W Fletcher Ave Unit 4	Orange	CA	92865	11/06/2019	2015.0	Condominium	2.0	3.0	1388.0		1985.0	443500.0	1101726480	Orange County, CA	93828129	308068.0	94932.0	403000.0	4618 (1.14 %)	3	55.0	41.0	85.0	4	2019
453 E Yale Loop # 34	Irvine	CA	92614	11/06/2019	3684.0	Condominium	4.0	3.0	2371.0		1984.0	811000.0	1101736485	Orange County, CA	93884356	223989.0	252837.0	476826.0	5082 (1.06 %)	3	30.0	22.0	48.0	4	2019
728 S Vale Ave	Anaheim	CA	92806	11/06/2019	3180.0	Single Family Residence	3.0	2.0	1872.0	7200.0	1968.0	700000.0	1101769821	Orange County, CA	25302222	77084.0	124479.0	201563.0	2620 (1.29 %)	3	88.0	71.0	127.0	4	2019
807 S Dale Ave	Anaheim	CA	92804	11/06/2019	3134.0	Single Family Residence	4.0	1.0	2059.0	11095.0		690000.0	1101770482	Orange County, CA	12624217					0	88.0	71.0	127.0	0	2019
365 S Notre Dame St	Orange	CA	92869	11/06/2019	3629.0	Single Family Residence	2.0	2.0	1844.0	6000.0	1987.0	799000.0	1101758368	Orange County, CA	39347168	466401.0	196803.0	663204.0	7449 (1.12 %)	3	55.0	41.0	85.0	4	2019
2052 W Romneya Dr	Anaheim	CA	92801	11/06/2019	2208.0	Single Family Residence	3.0	2.0	1480.0	6800.0	1955.0	486000.0	1101727302	Orange County, CA	7240301	301892.0	82308.0	384200.0	4595 (1.19 %)	3	88.0	71.0	127.0	4	2019
25981 Windsong	Lake Forest	CA	92630	11/06/2019	3384.0	Single Family Residence	4.0	3.0	2246.0	6175.0	1987.0	745000.0	1101770429	Orange County, CA	61331215	349399.0	215376.0	564775.0	5848 (1.03 %)	3	29.0	23.0	42.0	4	2019
71 Prominence	Lake Forest	CA	92630	11/06/2019	3307.0	Condominium	3.0	3.0	1712.0			728000.0	1101779124	Orange County, CA	93912876					0	29.0	23.0	42.0	0	2019
20171 Sealpoint Ln Unit 206	Huntington Beach	CA	92646	11/06/2019	2589.0	Condominium	2.0	2.0	1332.0		1998.0	570000.0	1101745042	Orange County, CA	93617679	310331.0	217669.0	528000.0	6216 (1.17 %)	3	57.0	47.0	82.0	4	2019
12522 Wedgwood Cir	Tustin	CA	92780	11/06/2019	3248.0	Single Family Residence	2.0	2.0	1481.0	3200.0	1984.0	715000.0	1101738783	Orange County, CA	50101406	380286.0	159519.0	539805.0	6165 (1.14 %)	3	66.0	54.0	94.0	4	2019
91 Camino Del Oro	Rancho Santa Margarita	CA	92688	11/06/2019	1862.0	Condominium	2.0	2.0	1110.0		1993.0	410000.0	1101763336	Orange County, CA	93374452	258274.0	120431.0	378705.0	4930 (1.30 %)	3	13.0	9.0	23.0	4	2019
29 Andiamo	Newport Coast	CA	92657	11/06/2019	12037.0	Single Family Residence	3.0	3.0	2916.0	6042.0	1997.0	2650000.0	1101761243	Orange County, CA	47825105	580841.0	409394.0	990235.0	11219 (1.13 %)	3				4	2019
5702 Belle Ave	Cypress	CA	90630	11/06/2019	3166.0	Single Family Residence	4.0	2.0	1909.0	6000.0	1962.0	697000.0	1101771169	Orange County, CA	24113118	24745.0	76475.0	101220.0	1394 (1.37 %)	3	31.0	15.0	68.0	4	2019
1777 Mitchell Ave Apt 91	Tustin	CA	92780	11/06/2019	1340.0	Single Family Residence	2.0	1.0	988.0	1188.0	1964.0	295000.0	1101745130	Orange County, CA	43202450	289260.0	51740.0	341000.0	4112 (1.20 %)	3	66.0	54.0	94.0	4	2019
2277 Via Mariposa W Unit A	Laguna Woods	CA	92637	11/06/2019	899.0	Condominium	2.0	2.0	1009.0		1969.0	198000.0	1101723718	Orange County, CA	93153029	27728.0	76493.0	104221.0	1014 (0.97 %)	3	14.0	5.0	34.0	4	2019
48 Bramble Ln # 132	Laguna Hills	CA	92656	11/06/2019	1408.0	Condominium	1.0	1.0	685.0		1983.0	310000.0	1101687087	Orange County, CA	93993199	223321.0	76442.0	299763.0	3046 (1.01 %)	3	55.0	49.0	69.0	4	2019
146 Acamar	Irvine	CA	92618	11/06/2019	3488.0	Condominium	3.0	4.0	2075.0			768000.0	1101698727	Orange County, CA	93018720	404973.0	342022.0	746995.0	13710 (1.83 %)	3	30.0	22.0	48.0	4	2019
395 Latitude E	Costa Mesa	CA	92627	11/06/2019	5628.0	Single Family Residence	4.0	3.0	2174.0	4317.0		1239000.0	1101730371	Orange County, CA	42519225	898437.0	376461.0	1274898.0	13652 (1.07 %)	3	94.0	65.0	162.0	4	2019
6661 Brentwood Dr	Huntington Beach	CA	92648	11/06/2019	6291.0	Single Family Residence	4.0	3.0	2670.0	4607.0	2000.0	1385000.0	1101721214	Orange County, CA	15950107	1143099.0	316901.0	1460000.0	16496 (1.12 %)	3	57.0	47.0	82.0	4	2019
501 Avenida Del Verdor	San Clemente	CA	92672	11/06/2019	5087.0	Single Family Residence	2.0	2.0	2052.0	5880.0	1980.0	1120000.0	1101728072	Orange County, CA	69038156	381141.0	282604.0	663745.0	6663 (1.00 %)	3	28.0	18.0	52.0	4	2019
9336 Gregory St	Cypress	CA	90630	11/06/2019	3325.0	Single Family Residence	3.0	3.0	1673.0	6300.0	1965.0	732000.0	1101726103	Orange County, CA	24403417	503454.0	110205.0	613659.0	7050 (1.14 %)	3	31.0	15.0	68.0	4	2019
1802 Catlin St	Fullerton	CA	92833	11/06/2019	6677.0	Single Family Residence	5.0	5.0	4160.0	15334.0	2003.0	1470000.0	1101683773	Orange County, CA	28040134	717541.0	618659.0	1336200.0	18853 (1.41 %)	3	65.0	49.0	100.0	4	2019
1513 W Catherine Dr	Anaheim	CA	92801	11/06/2019	2448.0	Single Family Residence	3.0	2.0	1053.0	6000.0	1955.0	539000.0	1101691545	Orange County, CA	3442310	397863.0	59479.0	457342.0	5418 (1.18 %)	3	88.0	71.0	127.0	4	2019
233 Kempton	Irvine	CA	92620	11/06/2019	3270.0	Condominium	2.0	2.0	1378.0		2013.0	720000.0	1101722349	Orange County, CA	93546542	428970.0	216833.0	645803.0	9053 (1.40 %)	3	30.0	22.0	48.0	4	2019
152 Crescent Moon	Irvine	CA	92602	11/06/2019	4124.0	Condominium	3.0	3.0	1695.0			908000.0	1101722395	Orange County, CA	93823749	506571.0	279323.0	785894.0	11523 (1.46 %)	3	30.0	22.0	48.0	4	2019
45 Santa Barbara Dr	Aliso Viejo	CA	92656	11/06/2019	6041.0	Single Family Residence	4.0	4.0	3162.0	6568.0	2011.0	1330000.0	1101781990	Orange County, CA	62364220	379121.0	570125.0	949246.0	14654 (1.54 %)	3	16.0	10.0	29.0	4	2019
1065 Picaacho Dr	La Habra Heights	CA	90631	11/06/2019	8176.0	Single Family Residence	5.0	6.0	5983.0	2.17	2007.0	1800000.0	1101721199	Los Angeles County, CA	8236003019	480327.0	1141948.0	1622275.0	18537 (1.14 %)	3	35.0	17.0	79.0	4	2019
4155 Elsie Dr	Yorba Linda	CA	92886	11/06/2019	26981.0	Single Family Residence						5940000.0	1101839038	Orange County, CA	32319125	936170.0	0.0	936170.0	10555 (1.12 %)	3	22.0	12.0	44.0	4	2019
703 S Helena St	Anaheim	CA	92805	11/06/2019	2748.0	Multi-Family Dwellings	3.0	2.0	1603.0	5136.0	1910.0	605000.0	1101781320	Orange County, CA	3622122	443868.0	41132.0	485000.0	5947 (1.22 %)	3	88.0	71.0	127.0	4	2019
4801 Lindstrom Ave	Irvine	CA	92604	11/06/2019	4070.0	Single Family Residence	4.0	2.0	1760.0	6048.0	1970.0	896000.0	1101689577	Orange County, CA	44907205	619526.0	116474.0	736000.0	7704 (1.04 %)	3	30.0	22.0	48.0	4	2019
25211 Birch Grove Ln # 2	Lake Forest	CA	92630	11/06/2019	2042.0	Condominium	2.0	2.0	1022.0		1986.0	449500.0	1101694780	Orange County, CA	93994667	78864.0	102902.0	181766.0	1832 (1.00 %)	3	29.0	23.0	42.0	4	2019
1612 La Canada Dr	Brea	CA	92821	11/06/2019	3429.0	Single Family Residence	4.0	3.0	2255.0	7500.0	1976.0	755000.0	1101731876	Orange County, CA	30305222	174940.0	182907.0	357847.0	4342 (1.21 %)	3	86.0	73.0	118.0	4	2019
