address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures	year_sold
3 Tortosa	Aliso Viejo	CA	92656	08/30/2019	2871.0	Condominium	3.0	3.0	1734.0		1993.0	632000.0	1099632210	Orange County, CA	93065962	174528.0	260969.0	435497.0	4315 (0.99 %)	3	16.0	10.0	29.0	4	2019
10412 Brightwood Dr	Santa Ana	CA	92705	08/30/2019	5692.0	Single Family Residence	3.0	2.0	2270.0	11400.0	1964.0	1253000.0	1099655809	Orange County, CA	50310208	656328.0	175520.0	831848.0	9291 (1.11 %)	3	128.0	128.0	128.0	4	2019
3044 Edgeway	Costa Mesa	CA	92626	08/30/2019	3997.0	Condominium	2.0	3.0	1847.0			880000.0	1099634975	Orange County, CA	93768304	528711.0	334064.0	862775.0	9725 (1.12 %)	3	94.0	65.0	162.0	4	2019
16960 Algonquin St # I-304	Huntington Beach	CA	92649	08/30/2019	1749.0	Condominium	1.0	1.0	754.0		1983.0	385000.0	1099658143	Orange County, CA	93140076	271272.0	75528.0	346800.0	4077 (1.17 %)	3	57.0	47.0	82.0	4	2019
25422 Mina Ct	Lake Forest	CA	92630	08/30/2019	3316.0	Single Family Residence	4.0	3.0	2194.0	5000.0	1977.0	730000.0	1099633039	Orange County, CA	61309122	386661.0	170702.0	557363.0	5674 (1.01 %)	3	29.0	23.0	42.0	4	2019
8776 Hewitt Pl # 3	Garden Grove	CA	92844	08/30/2019	2135.0	Condominium	3.0	3.0	1328.0		1984.0	470000.0	1099665536	Orange County, CA	93741038	280429.0	118571.0	399000.0	5116 (1.28 %)	3	76.0	57.0	122.0	4	2019
202 Bishop Lndg	Irvine	CA	92620	08/30/2019	3043.0	Condominium	2.0	2.0	1301.0			670000.0	1099702814	Orange County, CA	93333525	369031.0	220895.0	589926.0	8922 (1.51 %)	3	30.0	22.0	48.0	4	2019
30146 Hillside Ter	San Juan Capistrano	CA	92675	08/30/2019	8494.0	Single Family Residence	4.0	4.0	4321.0	18000.0	1981.0	1870000.0	1099661393	Orange County, CA	65025327	387930.0	497812.0	885742.0	9116 (1.02 %)	3	39.0	34.0	51.0	4	2019
8344 Calendula Dr	Buena Park	CA	90620	08/30/2019	2744.0	Single Family Residence	3.0	2.0	1279.0	6000.0	1955.0	604000.0	1099658617	Orange County, CA	7033507	27317.0	134597.0	161914.0	3324 (2.05 %)	3	71.0	40.0	145.0	4	2019
16400 Saybrook Ln Spc 75	Huntington Beach	CA	92649	08/30/2019	3339.0	Condominium						735000.0	1099671569	Orange County, CA	93730175	315226.0	155761.0	470987.0	5516 (1.17 %)	3	57.0	47.0	82.0	4	2019
25001 Mawson Dr	Laguna Hills	CA	92653	08/30/2019	3975.0	Single Family Residence	4.0	3.0	2490.0	9163.0	1970.0	875000.0	1099705565	Orange County, CA	62004104	305771.0	205177.0	510948.0	5269 (1.03 %)	3	55.0	49.0	69.0	4	2019
18 Woodsong	Rancho Santa Margarita	CA	92688	08/30/2019	3975.0	Single Family Residence	4.0	3.0	2391.0	4536.0	1995.0	875000.0	1099673429	Orange County, CA	78007122	557816.0	305716.0	863532.0	11128 (1.28 %)	3	13.0	9.0	23.0	4	2019
483 N Citrus St	Orange	CA	92868	08/30/2019	2964.0	Single Family Residence	4.0	2.0	1960.0	6864.0	1954.0	652500.0	1099668233	Orange County, CA	3901226	24442.0	51168.0	75610.0	1081 (1.42 %)	3	55.0	41.0	85.0	4	2019
11581 Eudora Ln	Garden Grove	CA	92840	08/30/2019	2703.0	Single Family Residence	3.0	2.0	1138.0	7400.0	1954.0	595000.0	1099662754	Orange County, CA	9041325	76955.0	49394.0	126349.0	1825 (1.44 %)	3	76.0	57.0	122.0	4	2019
9941 Maple St	Los Alamitos	CA	90720	08/30/2019	3339.0	Single Family Residence	3.0	2.0	1311.0	8428.0	1960.0	735000.0	1099667855	Orange County, CA	24429306	84095.0	83032.0	167127.0	2359 (1.41 %)	3	56.0	40.0	95.0	4	2019
1820 E Garry Ave Ste 214E	Santa Ana	CA	92705	08/30/2019	727.0	MISCELLANEOUS			902.0	901.0	1978.0	160000.0	1099661409	Orange County, CA	93001474	71400.0	76500.0	147900.0	1980 (1.33 %)	3	128.0	128.0	128.0	4	2019
613 W Fern Dr	Fullerton	CA	92832	08/30/2019	4769.0	Single Family Residence	3.0	4.0	2369.0	9000.0	1929.0	1050000.0	1099703694	Orange County, CA	3201116	758171.0	159829.0	918000.0	10288 (1.12 %)	3	65.0	49.0	100.0	4	2019
22841 Briarcliff	Mission Viejo	CA	92692	08/30/2019	5837.0	Single Family Residence	4.0	4.0	3440.0	7923.0	1999.0	1285000.0	1099670114	Orange County, CA	78656107	811227.0	445728.0	1256955.0	12633 (1.00 %)	3	29.0	25.0	39.0	4	2019
8064 E Snowberry Ln	Anaheim	CA	92808	08/30/2019	2485.0	Condominium	3.0	3.0	1615.0		1990.0	547000.0	1099671489	Orange County, CA	93026234	329671.0	215329.0	545000.0	6120 (1.12 %)	3	88.0	71.0	127.0	4	2019
73 Egret	Irvine	CA	92618	08/30/2019	11894.0	Single Family Residence						2618500.0	1099664121	Orange County, CA	59148154					0	30.0	22.0	48.0	0	2019
3427 Bahia Blanca W Unit O	Laguna Woods	CA	92637	08/30/2019	1949.0	Condominium	2.0	2.0	1125.0		1974.0	429000.0	1099705533	Orange County, CA	93362017	215897.0	108103.0	324000.0	3272 (1.00 %)	3	14.0	5.0	34.0	4	2019
132 W Escalones	San Clemente	CA	92672	08/30/2019	3906.0	Multi-Family Dwellings				4280.0		860000.0	1099706088	Orange County, CA	5805122	317822.0	519681.0	837503.0	8496 (1.01 %)	3	28.0	18.0	52.0	4	2019
23362 Caminito Luisito # 120	Laguna Hills	CA	92653	08/30/2019	2135.0	Condominium	3.0	2.0	1320.0		1976.0	470000.0	1099706056	Orange County, CA	93424120	277832.0	116759.0	394591.0	3997 (1.01 %)	3	55.0	49.0	69.0	4	2019
33196 Paseo Celestial	San Juan Capistrano	CA	92675	08/30/2019	11017.0	Single Family Residence						2425500.0	1099663184	Orange County, CA	67544415	1187538.0	0.0	1187538.0	12214 (1.02 %)	3	39.0	34.0	51.0	4	2019
20751 Kelvin Ln	Huntington Beach	CA	92646	08/30/2019	4020.0	Single Family Residence	4.0	2.0	1606.0	6000.0	1966.0	885000.0	1099666467	Orange County, CA	15112513	704710.0	81768.0	786478.0	9014 (1.14 %)	3	57.0	47.0	82.0	4	2019
8382 Valley View St	Buena Park	CA	90620	08/30/2019	2925.0	Single Family Residence	4.0	2.0	1711.0	7380.0	1954.0	644000.0	1099714755	Orange County, CA	6928324	25311.0	38749.0	64060.0	991 (1.54 %)	3	71.0	40.0	145.0	4	2019
2626 Santa Ana Ave Apt 4	Costa Mesa	CA	92627	08/30/2019	3205.0	Condominium	2.0	2.0	1462.0		1989.0	705500.0	1099711626	Orange County, CA	93009761	462395.0	109355.0	571750.0	6666 (1.16 %)	3	94.0	65.0	162.0	4	2019
20161 Westwind Ct # 26	Yorba Linda	CA	92886	08/30/2019	2130.0	Condominium	3.0	2.0	1061.0		1972.0	469000.0	1099710656	Orange County, CA	93248112	104549.0	80752.0	185301.0	2359 (1.27 %)	3	22.0	12.0	44.0	4	2019
1000 Las Lomas Dr Unit C	La Habra	CA	90631	08/30/2019	1862.0	Condominium	2.0	2.0	1384.0		1976.0	410000.0	1099751643	Orange County, CA	93482049	287951.0	88939.0	376890.0	4464 (1.18 %)	3	55.0	39.0	94.0	4	2019
6071 Trinette Ave	Garden Grove	CA	92845	08/30/2019	3161.0	Single Family Residence	4.0	2.0	1870.0	6000.0	1963.0	696000.0	1099708837	Orange County, CA	13065316	27222.0	48707.0	75929.0	1463 (1.92 %)	3	76.0	57.0	122.0	4	2019
28275 Via Alfonse	Laguna Niguel	CA	92677	08/30/2019	3975.0	Single Family Residence	4.0	3.0	1994.0	5500.0	1989.0	875000.0	1099795322	Orange County, CA	65462209	659613.0	177909.0	837522.0	8489 (1.01 %)	3	29.0	26.0	35.0	4	2019
12625 Cleardale Cir # 292	Stanton	CA	90680	08/30/2019	1735.0	Condominium	2.0	2.0	877.0		1983.0	382000.0	1099718085	Orange County, CA	93767438	101919.0	80832.0	182751.0	2463 (1.34 %)	3	81.0	75.0	94.0	4	2019
104 S Cross Creek Rd Unit D	Orange	CA	92869	08/30/2019	1908.0	Condominium	2.0	2.0	938.0		1990.0	420000.0	1099711605	Orange County, CA	93428616	217384.0	97552.0	314936.0	4109 (1.30 %)	3	55.0	41.0	85.0	4	2019
519 S Everglade St	Santa Ana	CA	92704	08/30/2019	2725.0	Single Family Residence	3.0	2.0	1246.0	6000.0	1963.0	600000.0	1099711649	Orange County, CA	10978143	21492.0	34530.0	56022.0	893 (1.59 %)	3	128.0	128.0	128.0	4	2019
935 Emerald Bay	Laguna Beach	CA	92651	08/30/2019	22257.0	Single Family Residence	4.0	5.0	3301.0	8500.0	1997.0	4900000.0	1099750703	Orange County, CA	5302309	3139310.0	815690.0	3955000.0	40217 (1.01 %)	3	69.0	50.0	112.0	4	2019
315 S Van Buren St Unit A	Placentia	CA	92870	08/30/2019	1951.0	Condominium	3.0	3.0	1335.0		1991.0	429500.0	1099706920	Orange County, CA	93273378	257303.0	152527.0	409830.0	4821 (1.17 %)	3	44.0	29.0	79.0	4	2019
2316 Carol Dr	Fullerton	CA	92833	08/30/2019	2657.0	Single Family Residence	3.0	1.0	1495.0	5940.0	1951.0	585000.0	1099745143	Orange County, CA	3009629	29536.0	28952.0	58488.0	912 (1.55 %)	3	65.0	49.0	100.0	4	2019
25691 Nellie Gail Rd	Laguna Hills	CA	92653	08/30/2019	9993.0	Single Family Residence	5.0	3.0	4219.0	0.73	1981.0	2200000.0	1099708342	Orange County, CA	62733109	599109.0	466605.0	1065714.0	10968 (1.02 %)	3	55.0	49.0	69.0	4	2019
6200 Cape Cod Ln # 60	Yorba Linda	CA	92887	08/30/2019	2067.0	Condominium	2.0	3.0	1108.0		1985.0	455000.0	1099706494	Orange County, CA	93648293	76929.0	118966.0	195895.0	2624 (1.33 %)	3	22.0	12.0	44.0	4	2019
924 E Oceanfront	Newport Beach	CA	92661	08/30/2019	19986.0	Single Family Residence	3.0	5.0	2169.0	1736.0	1925.0	4400000.0	1099758166	Orange County, CA	4814337	1740730.0	661582.0	2402312.0	25600 (1.06 %)	3	49.0	31.0	90.0	4	2019
1260 N Hancock St Ste 106	Anaheim	CA	92807	08/30/2019	4497.0	MISCELLANEOUS						990000.0	1099744612	Orange County, CA	93943063	234203.0	234200.0	468403.0	5427 (1.15 %)	3	88.0	71.0	127.0	4	2019
9772 Santiago Blvd	Orange	CA	92867	08/30/2019	4179.0	Single Family Residence	3.0	2.0	1885.0	0.58	1956.0	920000.0	1099717510	Orange County, CA	37222104	30888.0	88559.0	119447.0	1739 (1.45 %)	3	55.0	41.0	85.0	4	2019
116 Ritual	Irvine	CA	92618	08/30/2019	5969.0	Single Family Residence						1314000.0	1099747090	Orange County, CA	59125117	3149.0	0.0	3149.0	2542 (80.73 %)	0	30.0	22.0	48.0	0	2019
5290 Yorkshire Dr	Cypress	CA	90630	08/30/2019	3779.0	Single Family Residence	4.0	3.0	1657.0	6000.0	1964.0	832000.0	1099621361	Orange County, CA	24430511	491373.0	142415.0	633788.0	7272 (1.14 %)	3	31.0	15.0	68.0	4	2019
21011 Monisha	Lake Forest	CA	92630	08/30/2019	3339.0	Single Family Residence	4.0	3.0	1959.0	5000.0	1981.0	735000.0	1099624063	Orange County, CA	61014208	496867.0	158585.0	655452.0	6892 (1.05 %)	3	29.0	23.0	42.0	4	2019
33 Preston Pl	Tustin	CA	92782	08/30/2019	7336.0	Single Family Residence	5.0	6.0	3932.0	5761.0		1615000.0	1099633894	Orange County, CA	43043160	576830.0	713835.0	1290665.0	21264 (1.64 %)	3	66.0	54.0	94.0	4	2019
17042 Bluewater Ln # 105	Huntington Beach	CA	92649	08/30/2019	3861.0	Condominium	1.0	1.0	799.0		1975.0	850000.0	1099633818	Orange County, CA	93383105	513212.0	92300.0	605512.0	6999 (1.15 %)	3	57.0	47.0	82.0	4	2019
2166 Lawton St	Fullerton	CA	92833	08/30/2019	3816.0	Single Family Residence	3.0	3.0	2588.0	3810.0	2002.0	840000.0	1099613781	Orange County, CA	28034136	454858.0	361142.0	816000.0	12241 (1.50 %)	3	65.0	49.0	100.0	4	2019
929 N Logan St	Santa Ana	CA	92701	08/30/2019	2158.0	Single Family Residence	3.0	1.0	949.0	6250.0	1955.0	475000.0	1099620657	Orange County, CA	39820502	116953.0	21507.0	138460.0	1804 (1.30 %)	3	128.0	128.0	128.0	4	2019
4331 Avenida Rio Del Oro	Yorba Linda	CA	92886	08/30/2019	2998.0	Single Family Residence	4.0	2.0	1816.0	7418.0	1970.0	660000.0	1099630447	Orange County, CA	34922115	135119.0	134914.0	270033.0	3288 (1.21 %)	3	22.0	12.0	44.0	4	2019
9 Sklar St	Ladera Ranch	CA	92694	08/30/2019	3339.0	Single Family Residence	3.0	3.0	1818.0	2869.0	2001.0	735000.0	1099610203	Orange County, CA	75950443	475786.0	211214.0	687000.0	9247 (1.34 %)	3	39.0	34.0	51.0	4	2019
6402 Fallingwater Dr	Huntington Beach	CA	92647	08/30/2019	4202.0	Single Family Residence	3.0	2.0	1701.0	6000.0	1967.0	925000.0	1099616570	Orange County, CA	16537215	588354.0	98494.0	686848.0	7812 (1.13 %)	3	57.0	47.0	82.0	4	2019
19 Calle Tejado	San Clemente	CA	92673	08/30/2019	568.0	Single Family Residence	4.0	3.0	1972.0	3802.0	2000.0	125000.0	1099654572	Orange County, CA	70110126	546896.0	228104.0	775000.0	9530 (1.22 %)	3	28.0	18.0	52.0	4	2019
12781 Taylor St	Garden Grove	CA	92845	08/30/2019	3270.0	Single Family Residence	3.0	2.0	1336.0	6000.0	1963.0	720000.0	1099608900	Orange County, CA	13072323	578418.0	74433.0	652851.0	8368 (1.28 %)	3	76.0	57.0	122.0	4	2019
38 Sebastian	Irvine	CA	92602	08/30/2019	5178.0	Single Family Residence	3.0	3.0	2470.0	4821.0	2001.0	1140000.0	1099626927	Orange County, CA	53086118	824486.0	342514.0	1167000.0	15031 (1.28 %)	3	30.0	22.0	48.0	4	2019
341 Vista Baya	Costa Mesa	CA	92627	08/30/2019	10288.0	Single Family Residence	4.0	3.0	4590.0	10800.0	1962.0	2265000.0	1099655869	Orange County, CA	42604308	1256708.0	380210.0	1636918.0	17792 (1.08 %)	3	94.0	65.0	162.0	4	2019
3512 Bahia Blanca W Unit A	Laguna Woods	CA	92637	08/30/2019	2998.0	Condominium	2.0	2.0	1487.0		1975.0	660000.0	1099629117	Orange County, CA	93433001	172320.0	123330.0	295650.0	2948 (0.99 %)	3	14.0	5.0	34.0	4	2019
1159 Alta Mesa Dr	Brea	CA	92821	08/30/2019	3316.0	Single Family Residence	4.0	3.0	2364.0	7320.0	1975.0	730000.0	1099653096	Orange County, CA	30418105	539367.0	169271.0	708638.0	8075 (1.13 %)	3	86.0	73.0	118.0	4	2019
7322 Waterside Dr	Huntington Beach	CA	92648	08/30/2019	3180.0	Single Family Residence	2.0	2.0	1230.0	2955.0	1973.0	700000.0	1099622100	Orange County, CA	2328210	37732.0	49100.0	86832.0	1241 (1.42 %)	3	57.0	47.0	82.0	4	2019
17200 Newhope St Apt 313	Fountain Valley	CA	92708	08/30/2019	1295.0	Condominium	1.0	1.0	572.0		1986.0	285000.0	1099703780	Orange County, CA	93878327	223159.0	55841.0	279000.0	3426 (1.22 %)	3	41.0	11.0	110.0	4	2019
22901 Belquest Dr	Lake Forest	CA	92630	08/30/2019	3429.0	Single Family Residence	3.0	2.0	1779.0	7320.0	1968.0	755000.0	1099668984	Orange County, CA	61403303	473786.0	119753.0	593539.0	6178 (1.04 %)	3	29.0	23.0	42.0	4	2019
20 Valmont Way	Mission Viejo	CA	92694	08/30/2019	2078.0	Condominium	2.0	3.0	1201.0		2004.0	457500.0	1099658636	Orange County, CA	93837489	258859.0	161462.0	420321.0	6413 (1.52 %)	3	29.0	25.0	39.0	4	2019
6466 Celeste Cir	Buena Park	CA	90620	08/30/2019	3270.0	Single Family Residence	5.0	3.0	1856.0	6000.0	1958.0	720000.0	1099717727	Orange County, CA	13440107	160091.0	110600.0	270691.0	3342 (1.23 %)	3	71.0	40.0	145.0	4	2019
9548 Rhea Ave	Fountain Valley	CA	92708	08/30/2019	3389.0	Single Family Residence	4.0	2.0	1638.0	7437.0	1965.0	746000.0	1099658642	Orange County, CA	15707419	94196.0	62084.0	156280.0	1972 (1.26 %)	3	41.0	11.0	110.0	4	2019
7402 Coho Dr Unit 105	Huntington Beach	CA	92648	08/30/2019	3202.0	Condominium	2.0	3.0	1867.0		1984.0	705000.0	1099715615	Orange County, CA	93715401	413099.0	206189.0	619288.0	7230 (1.16 %)	3	57.0	47.0	82.0	4	2019
10052 Birchwood Dr	Huntington Beach	CA	92646	08/30/2019	4270.0	Single Family Residence	4.0	3.0	2684.0	6000.0	1965.0	940000.0	1099669739	Orange County, CA	15510204	756541.0	184459.0	941000.0	10808 (1.14 %)	3	57.0	47.0	82.0	4	2019
2227 E 16th St	Newport Beach	CA	92663	08/30/2019	6168.0	Single Family Residence	3.0	2.0	1680.0	8108.0	1952.0	1358000.0	1099714897	Orange County, CA	42530327	46408.0	43452.0	89860.0	1319 (1.46 %)	3	49.0	31.0	90.0	4	2019
27 Calle Viveza	San Clemente	CA	92673	08/30/2019	2993.0	Condominium	3.0	3.0	1896.0		2000.0	659000.0	1099666259	Orange County, CA	93373179	152062.0	239796.0	391858.0	5559 (1.41 %)	3	28.0	18.0	52.0	4	2019
14 Via Jaquima	Rancho Santa Margarita	CA	92688	08/30/2019	2930.0	Single Family Residence	4.0	3.0	1706.0	4500.0	1987.0	645000.0	1099657364	Orange County, CA	83329312	331763.0	190300.0	522063.0	6183 (1.18 %)	3	13.0	9.0	23.0	4	2019
2950 Bradford Pl Apt D	Santa Ana	CA	92707	08/30/2019	2012.0	Condominium	4.0	2.0	1234.0		1973.0	443000.0	1099718347	Orange County, CA	93312062	270031.0	63951.0	333982.0	4905 (1.46 %)	3	128.0	128.0	128.0	4	2019
312 S Monte Vista St	La Habra	CA	90631	08/30/2019	2298.0	Condominium	3.0	3.0	1332.0			506000.0	1099665618	Orange County, CA	93992060					0	55.0	39.0	94.0	0	2019
3 Albergar	San Clemente	CA	92672	08/30/2019	3270.0	Single Family Residence	4.0	3.0	2045.0	4180.0	1990.0	720000.0	1099662841	Orange County, CA	69060119	247578.0	226314.0	473892.0	4813 (1.01 %)	3	28.0	18.0	52.0	4	2019
218 Cultivate	Irvine	CA	92618	08/30/2019	3943.0	Condominium	3.0	4.0	2134.0			868000.0	1099664854	Orange County, CA	93017227					0	30.0	22.0	48.0	0	2019
1910 Meriday Ln	Santa Ana	CA	92706	08/30/2019	2680.0	Single Family Residence	3.0	2.0	1230.0	6120.0	1954.0	590000.0	1099712095	Orange County, CA	40509204	189825.0	79094.0	268919.0	3245 (1.20 %)	3	128.0	128.0	128.0	4	2019
2623 W Meadowwood # 11	Santa Ana	CA	92704	08/30/2019	2089.0	Condominium	3.0	2.0	1134.0		1977.0	460000.0	1099660701	Orange County, CA	93513011	118405.0	96364.0	214769.0	2720 (1.26 %)	3	128.0	128.0	128.0	4	2019
1093 S Positano Ave	Anaheim	CA	92808	08/30/2019	2239.0	Condominium	2.0	3.0	1190.0		1996.0	493000.0	1099657999	Orange County, CA	93044623	318719.0	144259.0	462978.0	5252 (1.13 %)	3	88.0	71.0	127.0	4	2019
393 S Via El Modena # 72	Orange	CA	92869	08/30/2019	2203.0	Condominium	2.0	2.0	994.0		1983.0	485000.0	1099665647	Orange County, CA	93822158	297705.0	118295.0	416000.0	4681 (1.12 %)	3	55.0	41.0	85.0	4	2019
810 Durham St	La Habra	CA	90631	08/30/2019	2407.0	Single Family Residence	3.0	2.0	1186.0	5993.0	1957.0	530000.0	1099671166	Orange County, CA	1906112	122651.0	66932.0	189583.0	2424 (1.27 %)	3	55.0	39.0	94.0	4	2019
72 Via Pamplona	Rancho Santa Margarita	CA	92688	08/30/2019	1976.0	Condominium	2.0	2.0	942.0		1999.0	435000.0	1099664826	Orange County, CA	93543754	189744.0	128474.0	318218.0	3670 (1.15 %)	3	13.0	9.0	23.0	4	2019
802 Futura	San Clemente	CA	92672	08/30/2019	4860.0	Single Family Residence	4.0	4.0	2670.0	5610.0	1997.0	1070000.0	1099618446	Orange County, CA	68824147	140336.0	304376.0	444712.0	4447 (1.00 %)	3	28.0	18.0	52.0	4	2019
1707 Tradewinds Ln	Newport Beach	CA	92660	08/30/2019	7994.0	Single Family Residence	3.0	3.0	2091.0	8175.0	1960.0	1760000.0	1099619435	Orange County, CA	11744119	879693.0	188721.0	1068414.0	11509 (1.07 %)	3	49.0	31.0	90.0	4	2019
3 Colony Way	Aliso Viejo	CA	92656	08/30/2019	2998.0	Condominium	3.0	2.0	1426.0		1995.0	660000.0	1099621529	Orange County, CA	93176333	387490.0	198510.0	586000.0	5895 (1.00 %)	3	16.0	10.0	29.0	4	2019
7 Field	Irvine	CA	92620	08/30/2019	4874.0	Single Family Residence	4.0	3.0	2453.0	5200.0	1979.0	1073000.0	1099614783	Orange County, CA	55105204	286616.0	206420.0	493036.0	5198 (1.05 %)	3	30.0	22.0	48.0	4	2019
1619 N Brian St	Orange	CA	92867	08/30/2019	6972.0	MISCELLANEOUS			23190.0		1985.0	1535000.0	1099614533	Orange County, CA	37522131	735652.0	362163.0	1097815.0	12407 (1.13 %)	3	55.0	41.0	85.0	4	2019
24961 Acacia Ln # 6	Laguna Hills	CA	92653	08/30/2019	2675.0	Condominium	3.0	3.0	1616.0		1975.0	589000.0	1099609689	Orange County, CA	93389006	423646.0	122564.0	546210.0	6992 (1.28 %)	3	55.0	49.0	69.0	4	2019
218 Finch	Lake Forest	CA	92630	08/30/2019	3270.0	Condominium	3.0	3.0	1772.0			720000.0	1099614009	Orange County, CA	93912627					0	29.0	23.0	42.0	0	2019
8850 E Wiley Way	Anaheim	CA	92808	08/30/2019	2816.0	Condominium	3.0	3.0	2065.0		1999.0	620000.0	1099721064	Orange County, CA	93044950	229527.0	217582.0	447109.0	5009 (1.12 %)	3	88.0	71.0	127.0	4	2019
2864 S Fairview St # A109	Santa Ana	CA	92704	08/30/2019	5280.0	MISCELLANEOUS						1162500.0	1099617006	Orange County, CA	93167756	269344.0	317211.0	586555.0	7190 (1.22 %)	3	128.0	128.0	128.0	4	2019
1912 Clemens Dr	Placentia	CA	92870	08/30/2019	3043.0	Single Family Residence	4.0	2.0	1752.0	7000.0	1969.0	670000.0	1099617346	Orange County, CA	33636402	27377.0	49981.0	77358.0	1414 (1.82 %)	3	44.0	29.0	79.0	4	2019
10 Cumberland Ln	Aliso Viejo	CA	92656	08/30/2019	3266.0	Condominium	2.0	3.0	1492.0		2000.0	719000.0	1099619832	Orange County, CA	93995756	573312.0	188688.0	762000.0	7661 (1.00 %)	3	16.0	10.0	29.0	4	2019
208 Calabria Ct	Costa Mesa	CA	92627	08/30/2019	3611.0	Single Family Residence	3.0	3.0	1733.0	3003.0	1989.0	795000.0	1099722489	Orange County, CA	43918168	435080.0	225934.0	661014.0	7319 (1.10 %)	3	94.0	65.0	162.0	4	2019
2915 N Cottonwood St Unit 18	Orange	CA	92865	08/30/2019	2248.0	Single Family Residence	3.0	2.0	1363.0	1600.0	1973.0	495000.0	1099616623	Orange County, CA	36004346	239190.0	101145.0	340335.0	3884 (1.14 %)	3	55.0	41.0	85.0	4	2019
149 Mira Mesa	Rancho Santa Margarita	CA	92688	08/30/2019	2271.0	Condominium	2.0	2.0	1164.0		1993.0	500000.0	1099617514	Orange County, CA	93027302	230640.0	154160.0	384800.0	4914 (1.27 %)	3	13.0	9.0	23.0	4	2019
10 Golf Dr	Aliso Viejo	CA	92656	08/30/2019	4538.0	Single Family Residence	4.0	3.0	2837.0	3784.0	2008.0	999000.0	1099618164	Orange County, CA	62364349	234301.0	453227.0	687528.0	11343 (1.64 %)	3	16.0	10.0	29.0	4	2019
112 Score	Irvine	CA	92618	08/30/2019	6514.0	Single Family Residence	4.0	4.0	2988.0	5988.0		1434000.0	1099611181	Orange County, CA	58083319	671585.0	0.0	671585.0	7259 (1.08 %)	0	30.0	22.0	48.0	0	2019
27341 Celanova	Mission Viejo	CA	92692	08/30/2019	3952.0	Single Family Residence	3.0	3.0	2615.0	5000.0	1985.0	870000.0	1099742067	Orange County, CA	78221215	242091.0	313333.0	555424.0	5636 (1.01 %)	3	29.0	25.0	39.0	4	2019
24 Hoya St	Rancho Mission Viejo	CA	92694	08/30/2019	2771.0	Condominium	3.0	3.0	1578.0		2014.0	610000.0	1099609294	Orange County, CA	93055144	327960.0	248400.0	576360.0	8487 (1.47 %)	3				4	2019
100 Scholz Plz Apt 204	Newport Beach	CA	92663	08/30/2019	2328.0	Condominium	2.0	2.0	1120.0		1971.0	512500.0	1099630168	Orange County, CA	93676183	465952.0	85048.0	551000.0	6141 (1.11 %)	3	49.0	31.0	90.0	4	2019
750 W 1st St	Tustin	CA	92780	08/30/2019	4520.0	MISCELLANEOUS			1699.0	15555.0	1924.0	995000.0	1099632052	Orange County, CA	40154117	63729.0	15737.0	79466.0	872 (1.09 %)	3	66.0	54.0	94.0	4	2019
2102 W Midwood Ln	Anaheim	CA	92804	08/30/2019	2725.0	Single Family Residence	3.0	2.0	1200.0	8400.0	1954.0	600000.0	1099625957	Orange County, CA	12860316	397544.0	60337.0	457881.0	5424 (1.18 %)	3	88.0	71.0	127.0	4	2019
23569 Sandstone	Mission Viejo	CA	92692	08/30/2019	4724.0	Single Family Residence	5.0	3.0	3522.0	6098.0	1998.0	1040000.0	1099632371	Orange County, CA	78649112	368610.0	520915.0	889525.0	8945 (1.00 %)	3	29.0	25.0	39.0	4	2019
26 Calle Fortuna	Rancho Santa Margarita	CA	92688	08/30/2019	3021.0	Single Family Residence	3.0	3.0	1574.0	3160.0	1995.0	665000.0	1099631501	Orange County, CA	80547336	416179.0	223821.0	640000.0	7445 (1.16 %)	3	13.0	9.0	23.0	4	2019
91 Fairlane Rd	Laguna Niguel	CA	92677	08/30/2019	5355.0	Single Family Residence	4.0	4.0	3164.0	5250.0	1988.0	1179000.0	1099628142	Orange County, CA	67353142	603617.0	347021.0	950638.0	10034 (1.05 %)	3	29.0	26.0	35.0	4	2019
247 Carlow	Irvine	CA	92618	08/30/2019	3452.0	Condominium	1.0	2.0	1468.0			760000.0	1099621898	Orange County, CA	93026711	1733580.0	0.0	1733580.0	19026 (1.09 %)	0	30.0	22.0	48.0	0	2019
1820 Waltham Way	La Habra	CA	90631	08/30/2019	2943.0	Single Family Residence	3.0	2.0	1621.0	8532.0	1961.0	648000.0	1099633334	Orange County, CA	30303119	356291.0	98255.0	454546.0	9423 (2.07 %)	3	55.0	39.0	94.0	4	2019
99 Calle Sol # 9	San Clemente	CA	92672	08/30/2019	3089.0	Condominium	4.0	3.0	1833.0		1989.0	680000.0	1099627728	Orange County, CA	93007887	401720.0	191819.0	593539.0	6019 (1.01 %)	3	28.0	18.0	52.0	4	2019
1942 Red Mill Cir	Tustin	CA	92780	08/30/2019	4290.0	Single Family Residence	4.0	3.0	2434.0	14800.0	1965.0	944500.0	1099623755	Orange County, CA	10342134	629404.0	161096.0	790500.0	8923 (1.12 %)	3	66.0	54.0	94.0	4	2019
